timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
549888698,1200.0,0.63944364,787.5056,0.0,14679,0,33.764427,1054,97,0,0,154,0.09203036,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550946717,1200.0,0.63944364,909.5437,0.0,14710,0,33.797253,1057,97,0,0,154,0.09176916,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551860696,1200.0,0.63944364,1068.4513,0.0,14729,0,55.555504,1059,97,0,0,154,0.09159584,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552888695,1200.0,0.63944364,873.754,0.0,14758,0,33.797085,1061,97,0,0,156,0.09142318,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553954558,1200.0,0.63944364,909.5464,0.0,14784,0,33.79735,1063,97,0,0,156,0.09125118,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554872696,1200.0,0.63944364,1037.3219,0.0,14806,0,33.43028,1065,97,0,0,156,0.09107981,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555889739,1200.0,0.63944364,759.2457,0.0,14833,0,33.744255,1067,97,0,0,156,0.09090909,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556943018,1200.0,0.63944364,1019.3822,0.0,14856,0,33.68221,1069,97,0,0,156,0.09073901,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557868711,1200.0,0.63944364,747.56696,0.0,14882,0,33.665264,1071,97,0,0,156,0.09056956,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558888698,1200.0,0.63944364,1055.5006,0.0,14910,0,33.69673,1073,97,0,0,158,0.09040075,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559938696,1200.0,0.63944364,976.1251,0.0,14933,0,33.76221,1075,97,0,0,158,0.09023256,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560867696,1200.0,0.63944364,804.98395,0.0,14961,0,33.664764,1078,97,0,0,158,0.089981444,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561883805,1200.0,0.63944364,1075.7727,0.0,14987,0,55.8325,1080,97,0,0,158,0.08981481,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562968764,1200.0,0.63944364,908.4577,0.0,15012,0,33.830845,1082,97,0,0,158,0.0896488,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563960750,1200.0,0.63944364,791.4172,0.0,15039,0,33.932137,1084,97,0,0,158,0.089483395,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565009695,1200.0,0.63944364,1054.8903,0.0,15066,0,33.932137,1086,97,0,0,158,0.0893186,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565940696,1200.0,0.63944364,987.1542,0.0,15086,0,33.59684,1088,97,0,0,158,0.089154415,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566961741,1200.0,0.63944364,785.11664,0.0,15117,0,33.662,1090,97,0,0,158,0.08899082,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568029225,1200.0,0.63944364,1019.863,0.0,15144,0,33.698097,1092,97,0,0,158,0.08882784,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568951697,1200.0,0.63944364,934.4597,0.0,15163,0,33.763687,1094,97,0,0,160,0.08866545,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569965697,1200.0,0.63944364,762.7111,0.0,15192,0,33.898273,1096,97,0,0,160,0.08850365,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571017007,1200.0,0.63944364,1134.658,0.0,15217,0,33.751858,1099,97,0,0,160,0.08826206,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572038696,1200.0,0.63944364,955.6501,0.0,15243,0,55.57259,1101,97,0,0,160,0.08810172,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572966078,1200.0,0.63944364,763.5066,0.0,15270,0,33.933628,1103,97,0,0,160,0.087941974,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574007696,1200.0,0.63944364,1017.9452,0.0,15292,0,33.898273,1105,97,0,0,160,0.08778281,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575042045,1200.0,0.63944364,867.7932,0.0,15320,0,33.797215,1107,97,0,0,160,0.08762421,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575959697,1200.0,0.63944364,952.3157,0.0,15346,0,33.763016,1109,97,0,0,160,0.08746619,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577112979,1200.0,0.63944364,983.1535,0.0,15372,0,33.730797,1111,97,0,0,162,0.08730873,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578038698,1200.0,0.63944364,785.1485,0.0,15396,0,33.66337,1113,97,0,0,162,0.08715184,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579139728,1200.0,0.63944364,973.1398,0.0,15426,0,33.79648,1115,97,0,0,162,0.08699551,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580021696,1200.0,0.63944364,1072.1411,0.0,15445,0,33.846607,1117,97,0,0,162,0.08683975,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581045734,1200.0,0.63944364,790.2302,0.0,15475,0,33.881245,1120,97,0,0,164,0.08660714,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582103279,1200.0,0.63944364,972.06,0.0,15501,0,55.9459,1122,97,0,0,166,0.08645276,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583031695,1200.0,0.63944364,1008.9378,0.0,15523,0,33.664265,1124,97,0,0,166,0.086298935,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584041085,1200.0,0.63944364,761.9514,0.0,15550,0,33.864506,1126,97,0,0,166,0.08614565,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585096066,1200.0,0.63944364,1062.8743,0.0,15573,0,33.932137,1128,97,0,0,166,0.08599291,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586024696,1200.0,0.63944364,717.56055,0.0,15599,0,33.93193,1130,97,0,0,166,0.08584071,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587045737,1200.0,0.63944364,1062.8806,0.0,15627,0,33.93234,1132,97,0,0,166,0.085689045,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588095696,1200.0,0.63944364,935.51495,0.0,15649,0,33.730125,1134,97,0,0,166,0.08553792,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589014696,1200.0,0.63944364,802.5191,0.0,15676,0,33.561684,1136,97,0,0,166,0.08538733,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590041717,1200.0,0.63944364,1047.6351,0.0,15703,0,33.698765,1138,97,0,0,166,0.08523726,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591121696,1200.0,0.63944364,942.38257,0.0,15729,0,33.762917,1141,97,0,0,166,0.08501314,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592019805,1200.0,0.63944364,813.3246,0.0,15755,0,55.61194,1143,97,0,0,166,0.08486439,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593048235,1200.0,0.63944364,1109.8713,0.0,15781,0,33.965458,1145,97,0,0,166,0.084716156,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594102797,1200.0,0.63944364,839.81604,0.0,15804,0,33.83145,1147,97,0,0,166,0.08456844,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595017784,1200.0,0.63944364,889.88007,0.0,15832,0,33.730125,1149,97,0,0,166,0.08442123,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596046366,1200.0,0.63944364,1116.7665,0.0,15856,0,33.932137,1151,97,0,0,166,0.084274545,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597097696,1200.0,0.63944364,981.09454,0.0,15885,0,33.830845,1153,97,0,0,166,0.08412836,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598020776,1200.0,0.63944364,922.4661,0.0,15914,0,33.797253,1155,97,0,0,166,0.08398268,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599042770,1200.0,0.63944364,1182.0625,0.0,15937,0,33.83007,1157,97,0,0,166,0.08383751,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600097720,1200.0,0.63944364,1027.9388,0.0,15966,0,33.899048,1159,97,0,0,166,0.08369284,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601116695,1200.0,0.63944364,809.1908,0.0,15998,0,33.966034,1162,97,0,0,166,0.08347677,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602043732,1200.0,0.63944364,1085.8044,0.0,16019,0,55.886993,1164,97,0,0,166,0.083333336,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603107695,1200.0,0.63944364,913.79596,0.0,16048,0,33.697464,1166,97,0,0,166,0.0831904,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604053696,1200.0,0.63944364,1012.8713,0.0,16077,0,33.66337,1168,97,0,0,166,0.08304795,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605042738,1200.0,0.63944364,1027.7777,0.0,16098,0,33.73016,1170,97,0,0,168,0.082905985,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606105795,1200.0,0.63944364,837.1628,0.0,16130,0,33.966034,1172,97,0,0,168,0.08276451,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607128794,1200.0,0.63944364,1098.0198,0.0,16157,0,33.66337,1174,97,0,0,168,0.08262351,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608171712,1200.0,0.63944364,1114.2007,0.0,16182,0,33.763657,1176,97,0,0,170,0.08248299,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609097695,1200.0,0.63944364,830.5253,0.0,16209,0,33.69673,1178,97,0,0,170,0.08234295,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610120101,1200.0,0.63944364,1033.6908,0.0,16233,0,33.761272,1180,97,0,0,170,0.08220339,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611177744,1200.0,0.63944364,1063.0125,0.0,16264,0,33.968445,1183,97,0,0,172,0.08199493,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612104764,1200.0,0.63944364,827.0377,0.0,16290,0,55.666,1185,97,0,0,174,0.08185654,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613118702,1200.0,0.63944364,1106.6799,0.0,16313,0,33.898304,1187,97,0,0,174,0.081718616,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614174876,1200.0,0.63944364,947.3171,0.0,16345,0,33.17073,1189,97,0,0,174,0.08158116,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615084844,1200.0,0.63944364,1057.5397,0.0,16371,0,33.73016,1191,97,0,0,176,0.08144417,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616122700,1200.0,0.63944364,1018.8976,0.0,16398,0,33.963253,1193,97,0,0,176,0.08130763,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617180718,1200.0,0.63944364,1019.04553,0.0,16429,0,33.934914,1195,97,0,0,176,0.08117155,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618116755,1200.0,0.63944364,1055.7214,0.0,16452,0,33.830845,1197,97,0,0,178,0.08103592,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619120867,1200.0,0.63944364,828.525,0.0,16473,0,33.695995,1199,97,0,0,178,0.08090075,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620178696,1200.0,0.63944364,816.5683,0.0,16505,0,33.899048,1201,97,0,0,180,0.08076603,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621116696,1200.0,0.63944364,1141.2697,0.0,16528,0,33.83014,1204,97,0,0,180,0.08056478,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622120739,1200.0,0.63944364,1057.5616,0.0,16555,0,55.55671,1206,97,0,0,180,0.08043118,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623168986,1200.0,0.63944364,781.5293,0.0,16583,0,33.763657,1208,97,0,0,180,0.080298014,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624082916,1200.0,0.63944364,963.9105,0.0,16600,0,33.821423,1210,97,0,0,182,0.08016529,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625115696,1200.0,0.63944364,831.24615,0.0,16626,0,33.80666,1212,97,0,0,182,0.080033004,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626177766,1200.0,0.63944364,720.9899,0.0,16653,0,33.858643,1214,97,0,0,184,0.07990115,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627101712,1200.0,0.63944364,879.35944,0.0,16672,0,33.66917,1216,97,0,0,184,0.07976974,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628115697,1200.0,0.63944364,912.4378,0.0,16696,0,33.830845,1218,97,0,0,184,0.07963875,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629193715,1200.0,0.63944364,658.66815,0.0,16725,0,33.93139,1220,97,0,0,184,0.0795082,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630096697,1200.0,0.63944364,915.10504,0.0,16741,0,33.96678,1222,97,0,0,184,0.07937807,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631121697,1200.0,0.63944364,756.94446,0.0,16768,0,33.73016,1225,97,0,0,184,0.079183675,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632198095,1200.0,0.63944364,830.1895,0.0,16796,0,55.61078,1227,97,0,0,184,0.0790546,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633098728,1200.0,0.63944364,908.42865,0.0,16813,0,33.79275,1229,97,0,0,184,0.07892596,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634114776,1200.0,0.63944364,656.8027,0.0,16839,0,33.83529,1231,97,0,0,186,0.07879773,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635182051,1200.0,0.63944364,917.1657,0.0,16859,0,33.932137,1233,97,0,0,186,0.07866991,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636110719,1200.0,0.63944364,916.501,0.0,16885,0,33.797215,1235,97,0,0,186,0.07854251,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637114718,1200.0,0.63944364,685.9429,0.0,16909,0,33.898342,1237,97,0,0,186,0.07841552,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638164696,1200.0,0.63944364,890.54645,0.0,16930,0,33.830814,1239,97,0,0,186,0.07828894,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639099697,1200.0,0.63944364,942.065,0.0,16956,0,33.71601,1241,97,0,0,186,0.078162774,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640122717,1200.0,0.63944364,722.10596,0.0,16981,0,33.911053,1243,97,0,0,188,0.07803701,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641179860,1200.0,0.63944364,806.8098,0.0,17003,0,33.866093,1246,97,0,0,188,0.07784912,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642094713,1200.0,0.63944364,862.4352,0.0,17027,0,54.94468,1248,97,0,0,188,0.07772436,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643120852,1200.0,0.63944364,796.5717,0.0,17053,0,33.939148,1250,97,0,0,188,0.0776,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644170785,1200.0,0.63944364,832.9896,0.0,17072,0,33.796715,1252,97,0,0,188,0.07747604,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645103696,1200.0,0.63944364,700.19434,0.0,17098,0,33.864307,1254,97,0,0,188,0.07735247,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646122696,1200.0,0.63944364,943.529,0.0,17119,0,33.697464,1256,97,0,0,188,0.0772293,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647170739,1200.0,0.63944364,830.1318,0.0,17143,0,33.76134,1258,97,0,0,190,0.07710652,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648099710,1200.0,0.63944364,658.07184,0.0,17168,0,33.90067,1260,97,0,0,192,0.07698413,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649124724,1200.0,0.63944364,1025.7694,0.0,17188,0,33.762012,1262,97,0,0,192,0.07686213,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650178697,1200.0,0.63944364,803.22,0.0,17215,0,33.798862,1264,97,0,0,192,0.0767405,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651127696,1200.0,0.63944364,683.89594,0.0,17241,0,33.797184,1267,97,0,0,192,0.0765588,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652121697,1200.0,0.63944364,985.0894,0.0,17261,0,55.666,1269,97,0,0,192,0.076438144,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653177698,1200.0,0.63944364,830.1887,0.0,17287,0,33.763657,1271,97,0,0,194,0.07631786,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654150696,1200.0,0.63944364,760.19904,0.0,17313,0,33.830845,1273,97,0,0,194,0.07619796,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655120738,1200.0,0.63944364,923.94635,0.0,17331,0,33.998028,1275,97,0,0,194,0.07607843,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656179720,1200.0,0.63944364,873.1521,0.0,17358,0,33.69713,1277,97,0,0,194,0.07595928,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657102696,1200.0,0.63944364,653.4951,0.0,17375,0,33.6649,1279,97,0,0,194,0.0758405,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658118697,1200.0,0.63944364,944.44446,0.0,17402,0,33.73016,1281,97,0,0,194,0.07572209,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659179710,1200.0,0.63944364,723.3838,0.0,17428,0,33.83088,1283,97,0,0,194,0.07560405,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660089789,1200.0,0.63944364,808.34076,0.0,17445,0,33.76362,1285,97,0,0,194,0.075486384,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661118696,1200.0,0.63944364,942.4613,0.0,17475,0,33.730194,1288,97,0,0,194,0.07531056,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662173874,1200.0,0.63944364,643.42633,0.0,17499,0,55.776894,1290,97,0,0,196,0.0751938,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663097697,1200.0,0.63944364,952.91406,0.0,17518,0,33.925735,1292,97,0,0,196,0.0750774,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664257696,1200.0,0.63944364,899.57086,0.0,17548,0,33.870884,1294,97,0,0,196,0.07496136,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665172699,1200.0,0.63944364,685.94214,0.0,17571,0,33.898304,1296,97,0,0,196,0.07484568,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666195697,1200.0,0.63944364,889.2224,0.0,17591,0,33.932167,1298,97,0,0,198,0.07473035,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667250070,1200.0,0.63944364,907.6455,0.0,17618,0,33.76362,1300,97,0,0,200,0.07461538,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668190696,1200.0,0.63944364,721.55396,0.0,17642,0,33.88513,1302,97,0,0,200,0.07450077,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669196696,1200.0,0.63944364,882.81305,0.0,17661,0,33.8777,1304,97,0,0,200,0.0743865,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670246716,1200.0,0.63944364,815.29297,0.0,17690,0,33.763657,1306,97,0,0,202,0.07427259,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671190717,1200.0,0.63944364,812.68585,0.0,17711,0,36.66997,1309,97,0,0,202,0.07410237,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672198695,1200.0,0.63944364,869.61194,0.0,17733,0,52.733906,1311,97,0,0,202,0.073989324,0,0,1,1,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
