timestamp,time_estimate,safe_time_estimate,valid
1405245074,175.23969,292.76367,1
1406259902,175.25471,292.78018,1
1407275374,175.22777,292.75055,1
1408290709,175.27634,292.804,1
1409315783,175.26016,292.7862,1
1410331026,175.20268,292.72296,1
1411356312,175.2041,292.72452,1
1412385087,175.18703,292.70572,1
1413397006,175.18755,292.7063,1
1414412407,175.18178,292.69995,1
1415437624,175.18628,292.70493,1
1416464358,175.22403,292.74643,1
1417478252,175.20271,292.723,1
1418493735,175.23804,292.76184,1
1419509382,175.21756,292.73932,1
1420534287,175.23613,292.75974,1
1421549681,175.19775,292.71753,1
1422574857,175.24806,292.77286,1
1423602783,175.18506,292.70358,1
1424615522,175.20276,292.72305,1
1425642486,175.21683,292.73853,1
1426656053,175.20796,292.72876,1
1427682104,175.22327,292.7456,1
1428696674,175.25269,292.77795,1
1429712137,175.2135,292.73486,1
1430727767,175.22784,292.75064,1
1431752685,175.21274,292.734,1
1432767954,175.24693,292.77164,1
1433793282,175.22742,292.75015,1
1434808588,175.25339,292.77872,1
1435834107,175.19054,292.7096,1
1436860224,175.2222,292.74442,1
1437874807,175.20647,292.7271,1
1438900179,175.25728,292.78302,1
1439915160,175.21695,292.73865,1
1440930492,175.19135,292.71048,1
1441946364,175.21356,292.73492,1
1442971155,175.1788,292.6967,1
1443989094,175.20932,292.73026,1
1445001810,175.20065,292.72073,1
1446028667,175.22592,292.7485,1
1447042544,175.19403,292.71344,1
1448068129,175.22046,292.74252,1
1449078437,175.21072,292.7318,1
1450088674,175.23637,292.76,1
1451103963,175.191,292.71008,1
1452129241,175.21606,292.73767,1
1453144765,175.18799,292.7068,1
1454169814,175.19345,292.7128,1
1455196302,175.20964,292.73062,1
1456206123,175.24568,292.77026,1
1457226371,175.22882,292.7517,1
1458241127,175.22029,292.7423,1
1459256533,175.21182,292.733,1
1460271825,175.28409,292.8125,1
1461297115,175.22946,292.7524,1
1462312449,175.26996,292.79697,1
1463337821,175.19514,292.71466,1
1464353624,175.20026,292.72028,1
1465378537,175.21153,292.7327,1
1466406626,175.1907,292.70978,1
1467419068,175.20412,292.72452,1
1468434380,175.21085,292.73193,1
1469459869,175.21107,292.73218,1
1470486376,175.20071,292.7208,1
1471500392,175.21835,292.7402,1
1472526717,175.19522,292.71475,1
1473541029,175.1983,292.71814,1
1474556537,175.20448,292.72495,1
1475572149,175.22516,292.74768,1
1476597201,175.18027,292.6983,1
1477612513,175.1597,292.67566,1
1478637741,175.1618,292.67798,1
1479653031,175.14087,292.65497,1
1480678768,175.13773,292.6515,1
1481705974,175.15903,292.67493,1
1482719139,175.16983,292.68683,1
1483745281,175.17938,292.69733,1
1484759677,175.17506,292.69257,1
1485775049,175.16957,292.68652,1
1486790910,175.15787,292.67365,1
1487815736,175.14122,292.65533,1
1488831106,175.11829,292.63013,1
1489856412,175.10544,292.616,1
1490871765,175.10684,292.61752,1
1491897382,175.05962,292.56558,1
1492912383,175.18727,292.706,1
1493937696,175.1308,292.6439,1
1494964094,175.12654,292.6392,1
1495979513,175.13995,292.65396,1
1497004024,175.21098,292.7321,1
1498019257,175.23112,292.75424,1
1499034395,175.24834,292.77316,1
1500049813,175.34438,292.8788,1
1501075252,175.4273,292.97003,1
1502090380,175.42258,292.96484,1
1503105700,175.40366,292.94403,1
1504132376,175.38751,292.92627,1
1505146405,175.37991,292.9179,1
1506172294,175.38678,292.92548,1
1507187095,175.37845,292.9163,1
1508202529,175.3779,292.91568,1
1509218090,175.37979,292.9178,1
1510243137,175.37509,292.9126,1
1511261110,175.37692,292.9146,1
1512274045,175.38196,292.92017,1
1513300930,175.3902,292.92923,1
