timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
548323187,548323174,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548372975,548372962,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548427652,548427639,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548477690,548477663,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548522369,548522357,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548576940,548576913,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548626697,548626684,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548676480,548676467,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548721374,548721361,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548776012,548775999,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548825788,548825775,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548875559,548875546,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548925333,548925320,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
548975142,548975118,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549024936,549024923,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549074689,549074676,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549124460,549124447,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549174228,549174215,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549224007,549223994,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549278834,549278821,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549323522,549323509,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549373288,549373275,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
