timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
624346258,624341511,-2.5127747,-2.5334275,15.559355,1.0
625361608,625330468,-2.5127723,-2.5334284,15.559355,1.0
626376962,626322966,1.189886,1.1996615,15.559355,1.0
627193265,627150647,-1.6966268,-1.7105718,15.559354,1.0
628318100,628291170,-2.5127747,-2.5338697,15.657059,1.0
629333422,629306346,-1.9332405,-1.9494709,15.657059,1.0
630204443,630176881,-2.98172,-3.0067105,15.657059,1.0
631324301,631291446,-2.5127723,-2.5339901,15.696139,1.0
632260062,632227672,-2.5127723,-2.5342822,15.754763,1.0
633355063,633328925,-1.9332405,-1.949763,15.754763,1.0
634370348,634337969,-2.8940165,-2.9188185,15.754763,1.0
635281171,635254648,-2.5127747,-2.5342755,15.754763,1.0
636376149,636349380,-1.9332373,-1.9501055,15.852467,1.0
637336765,637305601,-2.8940165,-2.9192872,15.852466,1.0
638247571,638215669,-2.8940165,-2.9192662,15.852466,1.0
639277847,639251330,-2.5127747,-2.5346985,15.852467,1.0
640357895,640313253,-2.5127747,-2.5351555,15.9501705,1.0
641348351,641315687,-2.5127723,-2.5351467,15.9501705,1.0
642378653,642331300,-2.5127747,-2.5351675,15.95017,1.0
643314332,643287542,-2.5127747,-2.5351276,15.9501705,1.0
644314741,644283422,-2.5127723,-2.535145,15.9501705,1.0
645345052,645312194,-2.062218,-2.0805821,15.9501705,1.0
646360350,646327721,-2.5127723,-2.5355763,16.047874,1.0
647256236,647224595,-2.062218,-2.080926,16.047874,1.0
648351208,648319272,-1.48035,-1.4937843,16.047874,1.0
649366545,649334878,-1.48035,-1.4937793,16.047874,1.0
650342063,650310965,-2.5127723,-2.5357287,16.086956,1.0
651332538,651300157,-2.5127723,-2.5359876,16.145578,1.0
652243328,652223407,1.9981139,2.0165734,16.145578,1.0
653363185,653331273,-2.5127723,-2.5360134,16.145578,1.0
654313815,654280892,-2.8940165,-2.921251,16.243282,1.0
655354037,655322929,-2.5127723,-2.536418,16.243282,1.0
656319599,656292294,-2.5127747,-2.536415,16.243282,1.0
657319995,657288065,-2.5127723,-2.5364127,16.243282,1.0
658375255,658343244,-2.062218,-2.0816197,16.243282,1.0
659325771,659292961,1.3896636,1.4029857,16.340986,1.0
660326203,660211758,-1.6966268,-1.7129002,16.340986,1.0
661291731,661264671,1.9981139,2.0172691,16.340986,1.0
662346934,662320078,1.189886,1.201288,16.340986,1.0
663322387,663230138,1.1898912,1.2015078,16.43869,1.0
664337716,664305125,1.9981108,2.0175955,16.43869,1.0
665353074,665333866,0.7463005,0.7535864,16.43869,1.0
666328547,666296676,1.9981108,2.017605,16.43869,1.0
667318986,667292177,1.9981139,2.0176032,16.43869,1.0
668334313,668294585,-1.0773991,-1.0879066,16.43869,1.0
669374526,669343136,2.4604375,2.4844248,16.43869,1.0
670285326,670190615,1.9981139,2.0179327,16.536394,1.0
671300652,671268519,2.4604375,2.4848497,16.536394,1.0
672355784,672323665,1.9981108,2.0179238,16.536394,1.0
673331286,673296370,3.7813942,3.8189504,16.536394,1.0
674361584,674335008,1.9981139,2.0182655,16.634098,1.0
675312181,675284640,2.563021,2.588889,16.634098,1.0
676352367,676319967,1.9981108,2.0182924,16.634098,1.0
677248233,677216890,3.1900377,3.2222567,16.634098,1.0
678318297,678291765,2.563021,2.588867,16.634098,1.0
679358526,679353494,3.7813942,3.8195367,16.634098,1.0
680373843,680342676,1.9981108,2.018479,16.692719,1.0
681339365,681239555,1.9981139,2.0186262,16.731802,1.0
682314853,682288073,2.5630233,2.5893252,16.731802,1.0
683369987,683342825,1.9981139,2.0185988,16.731802,1.0
684330553,684298961,1.3896636,1.4039317,16.731802,1.0
685256275,685228790,1.1898912,1.2022988,16.829506,1.0
686336309,686303737,2.4604375,2.4861038,16.829506,1.0
687376487,687345415,2.84869,2.8784328,16.829506,1.0
688327123,688294959,1.3896636,1.4041564,16.829506,1.0
689317518,689290965,1.1898912,1.2023067,16.829506,1.0
690372642,690365879,1.9981139,2.019299,16.92721,1.0
691323249,691295823,-1.0773991,-1.0886362,16.829506,1.0
692338554,692311641,-1.9332405,-1.9537413,16.92721,1.0
693314043,693287478,1.9981139,2.0193024,16.92721,1.0
694329353,694296419,1.1898912,1.2025094,16.92721,1.0
695344659,695312059,1.9981108,2.019307,16.92721,1.0
696335098,696307535,1.9981139,2.0192935,16.92721,1.0
697270784,697241793,1.9981139,2.019296,16.92721,1.0
698350752,698318862,-2.062218,-2.084084,16.92721,1.0
699341169,699314644,1.9981139,2.019296,16.92721,0.0
700291768,700264484,1.9981139,2.0193062,16.92721,1.0
701371772,701339114,1.3896636,1.4046497,17.024914,1.0
702307596,702275512,1.389659,1.4046254,17.024914,1.0
703322741,703291095,2.4604375,2.4869397,17.024914,1.0
704377859,704346239,-2.062218,-2.0844429,17.024914,1.0
705353346,705247457,0.7463005,0.754337,17.024914,1.0
706358687,706331192,-1.0773991,-1.0889966,17.024914,1.0
707319234,707287322,1.9981108,2.0196407,17.024914,1.0
708374412,708342539,-0.36075184,-0.36463767,17.024914,1.0
709349830,709318430,1.3896636,1.4046323,17.024914,1.0
710365122,710333784,1.389659,1.404646,17.024914,1.0
711196277,711164677,-0.36075184,-0.36470047,17.122618,1.0
712356251,712331864,1.9981139,2.0199819,17.122618,1.0
713361236,713334190,1.9981139,2.0199854,17.122618,1.0
714296899,714250782,0.7463005,0.7544657,17.122618,1.0
715376896,715325472,3.024187,3.057256,17.122618,1.0
716327516,716301483,-1.9332405,-1.9544048,17.122618,1.0
717367692,717362932,1.9981139,2.019969,17.122618,1.0
718373019,718345485,2.5630233,2.5910664,17.122618,1.0
719229028,719196164,3.1900377,3.225468,17.220322,1.0
720323953,720297480,-1.0773991,-1.0893794,17.220322,1.0
721339282,721306308,-1.48035,-1.4967989,17.220322,1.0
722354531,722321889,1.3896636,1.4051,17.220322,1.0
723369814,723337159,-0.36075184,-0.36476037,17.220322,1.0
724320401,724293357,1.9981139,2.0203266,17.220322,1.0
725375503,725348469,1.1898912,1.2031693,17.244747,1.0
726311186,726278260,-0.36075184,-0.36482087,17.318026,1.0
727366264,727287193,1.9981139,2.020662,17.318026,1.0
728326803,728322326,1.9981139,2.020649,17.318026,1.0
729332129,729304840,1.1898912,1.203322,17.318026,1.0
730292859,730261051,2.4604375,2.4882157,17.318026,1.0
731347769,731316137,-0.36075184,-0.36488473,17.41573,1.0
732377986,732351454,1.9981139,2.020996,17.41573,1.0
733338517,733307419,3.498235,3.538319,17.41573,1.0
734328948,734296594,1.3896636,1.4055841,17.41573,1.0
735359161,735331856,1.1898912,1.2035221,17.41573,1.0
736374411,736347468,2.5630233,2.592383,17.41573,1.0
737295250,737263966,1.9981108,2.0210164,17.41573,1.0
738325347,738312467,1.9981139,2.020982,17.41573,1.0
739340630,739308276,1.9981108,2.021343,17.513433,1.0
740356008,740323849,3.781396,3.8253863,17.513433,1.0
741331374,741299763,4.044779,4.0917926,17.513433,1.0
742361580,742321877,1.9981139,2.0213327,17.513433,1.0
743351974,743324258,1.9981139,2.0213397,17.513433,1.0
744352321,744320184,2.4604375,2.4894571,17.611137,1.0
745342714,745315909,3.024187,3.0598717,17.611137,1.0
746358012,746331524,1.1898912,1.2039292,17.611137,1.0
747358337,747327243,1.3896636,1.4060539,17.611137,1.0
748244236,748217375,-1.0773991,-1.0901104,17.611137,1.0
749364004,749338477,1.9981139,2.021729,17.611137,1.0
750249922,750222249,1.1898912,1.2039343,17.611137,1.0
751329865,751303657,-2.5127747,-2.5425308,17.635563,1.0
752370021,752338869,-1.48035,-1.4980122,17.689299,1.0
753360405,753327882,1.3896636,1.4062873,17.708841,1.0
754375735,754343519,1.3896636,1.4062954,17.708841,1.0
755336206,755263439,1.1898912,1.2041242,17.708841,1.0
756316644,756190187,0.7463005,0.7552384,17.708841,1.0
757356797,757324612,1.9981108,2.0220385,17.708841,1.0
758357137,758294060,1.189886,1.2043294,17.806545,1.0
759218131,759191174,1.9981139,2.0223808,17.806545,1.0
760362797,760249715,1.1898912,1.2043263,17.806545,1.0
761328306,761301554,1.1898912,1.2043297,17.806545,1.0
762328646,762303870,1.9981139,2.0223677,17.806545,1.0
763358844,763325964,3.1900377,3.2287621,17.806545,1.0
764349225,764341448,-2.5127747,-2.5432715,17.806545,1.0
765364518,765337267,1.9981139,2.0226874,17.90425,1.0
766339947,766232712,-0.36075184,-0.3651928,17.90425,1.0
767340286,767308909,1.9981108,2.0226872,17.90425,1.0
768330704,768298289,-0.36075184,-0.36519408,17.90425,1.0
769360866,769300667,1.9981108,2.0226886,17.90425,1.0
770336319,770309548,-1.9332405,-1.9570168,17.90425,1.0
771311799,771278906,-1.48035,-1.4985509,17.90425,1.0
772351925,772320771,1.998117,2.022705,17.90425,1.0
773317417,773240780,-1.0773991,-1.0906541,17.90425,1.0
774317824,774286125,-1.6966268,-1.7177851,18.001953,1.0
775268326,775235916,-1.48035,-1.4985662,17.90425,1.0
776363211,776330329,-0.36075184,-0.36525095,18.001953,1.0
777313780,777286515,1.9981139,2.023042,18.001953,1.0
778329057,778321879,-2.5127747,-2.5441165,18.001953,1.0
779344333,779317534,-1.0773991,-1.09084,18.001953,1.0
780344642,780313474,-2.062218,-2.0879452,18.001953,1.0
781374830,781342248,-1.48035,-1.4988308,18.001953,1.0
782325415,782298343,-1.0773991,-1.09084,18.001953,1.0
783350611,783236039,-0.36075184,-0.36525062,18.001953,1.0
784355915,784329397,-2.5127747,-2.544134,18.001953,1.0
785371178,785338420,-0.36075184,-0.36525217,18.001953,1.0
786361553,786334024,-2.5127747,-2.544543,18.099659,1.0
787337032,787310007,-1.9332373,-1.9576762,18.099659,1.0
788337344,788305691,-2.5127723,-2.54455,18.099659,1.0
789352594,789347879,1.9981139,2.0233822,18.099659,1.0
790318111,790290855,-1.9332405,-1.9576855,18.099659,1.0
791373153,791266747,-1.9332405,-1.9576806,18.099659,1.0
792373516,792341589,-0.36075184,-0.36531132,18.099659,1.0
793324041,793297531,2.5630233,2.5954359,18.099659,1.0
794299483,794266870,-0.36075184,-0.3653104,18.099659,1.0
795250061,795223267,-1.0773991,-1.0910225,18.099659,1.0
796369863,796337724,1.389659,1.4072188,18.099659,1.0
797320794,797313620,1.9981139,2.0233996,18.099659,1.0
798375451,798349134,-1.9332405,-1.9580238,18.197363,1.0
799326003,799298660,1.1898912,1.2049305,18.099659,1.0
800366167,800333770,-2.062218,-2.088649,18.197363,1.0
801356509,801329490,2.563021,2.5958517,18.197363,1.0
802252323,802219683,-2.062218,-2.08862,18.197363,1.0
803372089,803340768,-2.062218,-2.088631,18.197363,1.0
804297806,804270499,1.9981139,2.0237093,18.197363,1.0
805337897,805305807,-1.48035,-1.4993051,18.197363,1.0
806328305,806301756,-1.0773991,-1.0911961,18.197363,1.0
807328834,807304090,1.1898912,1.2051407,18.197363,1.0
808304030,808252055,1.3896636,1.4074663,18.197363,1.0
809349138,809321684,1.1898912,1.2051309,18.197363,1.0
810364390,810337293,-1.0773991,-1.0912135,18.197363,1.0
811364715,811333286,-0.36075184,-0.36543623,18.295067,1.0
812330196,812302845,-1.0773991,-1.0912446,18.221788,1.0
813330538,813298661,-1.48035,-1.4995673,18.295067,1.0
814345766,814314360,2.4604375,2.4923956,18.295067,1.0
815256538,815220023,-2.5127747,-2.5454082,18.295067,1.0
816351411,816318992,-1.48035,-1.4995766,18.295067,1.0
817341745,817314685,-1.0773991,-1.0913693,18.295067,1.0
818342064,818310506,-0.36075184,-0.36543155,18.295067,1.0
819332430,819319359,3.024187,3.0634284,18.295067,1.0
820322795,820295280,-1.0773991,-1.0913763,18.295067,1.0
821362957,821343711,2.7254295,2.760795,18.295067,1.0
822338381,822306541,-3.2305748,-3.27249,18.295067,1.0
823353604,823321769,1.3896636,1.4076926,18.295067,1.0
824368851,824337463,2.4604375,2.4923415,18.295067,1.0
825224906,825201357,-2.5127747,-2.5455883,18.343918,1.0
826349611,826322306,-2.5127723,-2.5457916,18.39277,1.0
827349890,827344401,-2.5127747,-2.5453615,18.295067,1.0
828340267,828313738,1.9981139,2.024382,18.39277,1.0
829340578,829230324,1.189886,1.2055172,18.39277,1.0
830370745,830338092,-1.48035,-1.4997826,18.39277,1.0
831346170,831320659,-2.5127747,-2.5458097,18.39277,1.0
832361468,832329588,-0.36075184,-0.36549476,18.39277,1.0
833336847,833305667,-2.062218,-2.0893261,18.39277,1.0
834352089,834347517,-2.5127747,-2.5458066,18.39277,1.0
835317608,835290521,1.1898912,1.2055391,18.39277,1.0
836372689,836255467,0.7463005,0.7561093,18.39277,1.0
837372934,837341299,2.4604375,2.4927409,18.39277,1.0
838283669,838251274,1.9981108,2.0243866,18.39277,1.0
839313837,839286580,-1.0773991,-1.0915494,18.39277,1.0
840353988,840321922,1.3896636,1.4079075,18.39277,1.0
841329427,841297994,-1.48035,-1.4997708,18.39277,1.0
842279930,842247544,-0.36075184,-0.3654919,18.39277,1.0
843374798,843341895,1.3896636,1.4079252,18.39277,1.0
844325344,844298099,1.9981139,2.024394,18.39277,1.0
845325648,845289437,1.9981139,2.0243797,18.39277,1.0
846355815,846348879,1.9981139,2.0243614,18.39277,1.0
847356122,847324719,-0.36075184,-0.36549425,18.39277,1.0
848346499,848314079,-0.36075184,-0.3654946,18.39277,1.0
849361713,849329587,1.3896636,1.4079386,18.39277,1.0
850352077,850338479,1.9981139,2.0243757,18.39277,1.0
851327485,851294680,-0.36075184,-0.36549175,18.39277,1.0
852357656,852330013,-1.9332405,-1.958655,18.39277,1.0
853223592,853172870,-1.48035,-1.4998037,18.39277,1.0
854373221,854341652,-0.36075184,-0.36549455,18.39277,1.0
855363541,855320125,-2.062218,-2.0893352,18.39277,1.0
856324030,856260416,-1.0773991,-1.091568,18.39277,1.0
857329330,857302281,-1.9332405,-1.9583231,18.295067,1.0
858369421,858271583,-1.6966268,-1.7186462,18.295067,1.0
859319988,859287077,-0.36075184,-0.36543772,18.295067,1.0
860335189,860276203,1.9981139,2.0240412,18.295067,1.0
861350421,861318045,1.9981108,2.0240293,18.295067,1.0
862325837,862294245,1.389659,1.4076958,18.295067,1.0
863316178,863289657,-2.98172,-3.0204198,18.295067,1.0
864331441,864298492,-0.36075184,-0.36543417,18.295067,1.0
865371520,865366762,1.9981139,2.0240405,18.295067,1.0
866336987,866309691,1.9981139,2.024033,18.295067,1.0
867297524,867265860,-2.5127723,-2.5453565,18.295067,1.0
868327629,868287888,-1.0773991,-1.0913794,18.295067,1.0
869342877,869310041,-1.48035,-1.4995584,18.295067,1.0
870343146,870312051,1.9981108,2.0240338,18.295067,1.0
871308610,871281822,1.1898912,1.2053429,18.295067,1.0
872323836,872303905,-3.122422,-3.1629648,18.295067,1.0
873363946,873332594,1.3896636,1.4077014,18.295067,1.0
874274664,874242557,1.9981108,2.0240438,18.295067,1.0
875344628,875317384,1.1898912,1.2053204,18.295067,1.0
876359850,876333095,1.9981139,2.0240512,18.295067,1.0
877360177,877328781,1.3896636,1.4077065,18.295067,1.0
878365414,878337866,1.189886,1.2053446,18.295067,1.0
879340834,879264353,-1.9332373,-1.9583261,18.295067,1.0
880316234,880289674,1.1898912,1.2053294,18.295067,1.0
881266801,881239252,1.1898912,1.2053409,18.295067,1.0
882361647,882333876,-1.0773991,-1.0913842,18.295067,1.0
883361930,883329587,1.3896636,1.407691,18.295067,1.0
884217871,884186705,1.9981108,2.024043,18.295067,1.0
885208210,885176122,2.4604375,2.4923432,18.295067,1.0
886367760,886336419,-1.48035,-1.4995567,18.295067,1.0
887333208,887312247,1.9981139,2.0240314,18.295067,1.0
888333504,888304684,1.1898912,1.205325,18.295067,1.0
889348723,889316898,-0.36075184,-0.36543053,18.295067,1.0
890299256,890266364,1.3896636,1.4076834,18.295067,1.0
891314465,891282117,2.4604375,2.4923723,18.295067,1.0
892304807,892258008,-2.5127747,-2.5453715,18.295067,1.0
893320061,893293224,1.1898912,1.2053291,18.295067,1.0
894375052,894348271,-1.0773991,-1.0913851,18.295067,1.0
895245955,895218735,2.5630233,2.5962622,18.295067,1.0
896365684,896333053,1.389659,1.407702,18.295067,1.0
897356018,897328728,-1.0773991,-1.0913775,18.295067,1.0
898356355,898324410,-2.062218,-2.0889754,18.295067,1.0
899346643,899211303,-1.0773991,-1.0913789,18.295067,1.0
900322050,900289415,-0.36075184,-0.36543715,18.295067,1.0
901377078,901252189,0.7463005,0.755984,18.295067,1.0
902327606,902300574,-1.0773991,-1.0913848,18.295067,1.0
903342853,903316015,-1.0773991,-1.091375,18.295067,1.0
904368292,904344708,-1.0773991,-1.0915601,18.39277,1.0
905373255,905340350,-1.48035,-1.4996094,18.314608,1.0
906283979,906257261,1.1898912,1.2055352,18.39277,1.0
907338996,907312285,-1.0773991,-1.0915658,18.39277,1.0
908314433,908281745,-1.48035,-1.4996636,18.334148,1.0
909369426,909336883,1.9981108,2.024368,18.39277,1.0
910319952,910292999,-1.0773991,-1.0915624,18.39277,1.0
911335167,911308364,3.024185,3.0639088,18.39277,1.0
912360336,912308487,3.2959745,3.3392851,18.39277,1.0
913350706,913326109,1.1898912,1.205536,18.39277,1.0
914341006,914308699,1.3896636,1.4079385,18.39277,1.0
915331339,915304295,1.189886,1.2055266,18.39277,1.0
916371439,916346131,1.1898912,1.2055256,18.39277,1.0
917361771,917328879,1.9981108,2.0243852,18.39277,1.0
918362088,918246770,-0.36075184,-0.3654957,18.39277,1.0
919367320,919340063,2.563021,2.5967133,18.39277,1.0
920367612,920335695,-0.36075184,-0.3654928,18.39277,1.0
921318132,921285245,1.9981108,2.02436,18.39277,1.0
922333349,922300714,1.9981108,2.0243757,18.39277,1.0
923363533,923303120,-2.5127747,-2.5458097,18.39277,1.0
924338898,924311855,-1.0773991,-1.0917494,18.490475,1.0
925259562,925228420,1.3896636,1.4079301,18.39277,1.0
926369361,926342823,1.9981139,2.0247095,18.490475,1.0
927304956,927272531,3.1900377,3.2325406,18.490475,1.0
928360012,928353878,-2.5127747,-2.54625,18.490475,1.0
929350283,929323021,-1.9332405,-1.9589837,18.490475,1.0
930350573,930318704,1.9981108,2.0247054,18.490475,1.0
931365784,931334239,1.389659,1.4081713,18.490475,1.0
932356119,932323472,-0.36075184,-0.3655549,18.490475,1.0
933331525,933305726,3.7813942,3.831778,18.490475,1.0
934346739,934314415,-2.062218,-2.0896494,18.490475,1.0
935361957,935330054,-1.48035,-1.5000515,18.490475,1.0
936352288,936312640,-1.0773991,-1.0917397,18.490475,1.0
937342627,937315380,3.024187,3.064454,18.490475,1.0
938342945,938311327,1.9981108,2.0247185,18.490475,1.0
939358235,939333365,1.9981139,2.0247178,18.490475,1.0
940308647,940276247,-2.0622149,-2.090024,18.588179,1.0
941363680,941337872,-2.5127747,-2.5466342,18.588179,1.0
942314230,942270291,1.389659,1.4084,18.588179,1.0
943354293,943283380,-2.5127747,-2.5466363,18.588179,1.0
944319747,944279260,-2.5127747,-2.5466518,18.588179,1.0
945374779,945347488,-3.7475178,-3.7980664,18.588179,1.0
946335250,946303689,-1.48035,-1.5000626,18.490475,1.0
947325612,947292689,-1.48035,-1.5000728,18.490475,1.0
948315917,948288453,-1.9332405,-1.9589884,18.490475,1.0
949276419,949244497,-1.48035,-1.5000608,18.490475,1.0
950346370,950319322,-1.0773991,-1.0917469,18.490475,1.0
951371521,951308456,-1.0773991,-1.0917494,18.490475,1.0
952376786,952350282,-1.9332405,-1.9590086,18.490475,1.0
953327308,953220716,-1.9332405,-1.959001,18.490475,1.0
954367408,954335059,3.1900377,3.2325156,18.490475,1.0
955317930,955293373,0.7463005,0.75611055,18.39277,1.0
956333149,956306651,-2.5127747,-2.5458138,18.39277,1.0
957333464,957302334,1.3896636,1.407939,18.39277,1.0
958348676,958296677,1.3896636,1.407927,18.39277,1.0
959339036,959306930,1.9981108,2.024372,18.39277,1.0
960354205,960322560,1.389659,1.4079273,18.39277,1.0
961369422,961338066,-1.48035,-1.4998267,18.39277,1.0
962359790,962353537,1.9981139,2.0243816,18.39277,1.0
963310280,963283286,1.9981139,2.024409,18.39277,1.0
964206067,964173415,1.3896636,1.4079244,18.39277,1.0
965325791,965294239,-0.36075184,-0.36549348,18.39277,1.0
966251478,966223904,-2.5127747,-2.5458186,18.39277,1.0
967331376,967298724,-0.36075184,-0.36549166,18.39277,1.0
968346624,968320830,1.1898912,1.2055241,18.39277,1.0
969257302,969230784,-1.9332373,-1.9586508,18.39277,1.0
970337187,970312153,-1.0773991,-1.0915622,18.39277,1.0
971287750,971255135,1.9981139,2.0244002,18.39277,1.0
972342843,972310114,-1.48035,-1.4998113,18.39277,1.0
973357966,973325681,-0.36075184,-0.36549598,18.39277,1.0
974373186,974347853,-1.0773991,-1.0915473,18.39277,1.0
975363527,975267170,-1.4803458,-1.4998058,18.39277,1.0
976274261,976247172,-2.98172,-3.0209074,18.39277,1.0
977354286,977322311,-0.36075184,-0.36549085,18.39277,1.0
978344490,978318008,-1.0773991,-1.0915543,18.39277,1.0
979334827,979307288,1.189886,1.2054777,18.368345,1.0
980350047,980322819,-1.9332373,-1.9585627,18.368345,1.0
981365316,981338468,-1.0773991,-1.0915593,18.39277,1.0
982315794,982288287,1.9981139,2.0243735,18.39277,1.0
983355900,983323546,1.9981108,2.0243604,18.39277,1.0
984331309,984299406,-0.36075184,-0.36543113,18.295067,1.0
985321650,985295135,1.9981139,2.0240333,18.295067,1.0
986346845,986296069,-1.48035,-1.4995542,18.295067,1.0
987376976,987345862,-2.0622149,-2.0889626,18.295067,1.0
988342430,988315141,1.9981139,2.0240343,18.295067,1.0
989357661,989284697,0.7463005,0.75598633,18.295067,1.0
990308184,990280471,1.1898912,1.205325,18.295067,1.0
991323435,991276488,0.7463005,0.7559818,18.295067,1.0
992338633,992311829,1.9981139,2.0240376,18.295067,1.0
993353871,993327326,-1.0773991,-1.0913692,18.295067,1.0
994329258,994296650,1.9981108,2.0240138,18.295067,1.0
995319600,995232985,1.1898912,1.205332,18.295067,1.0
996334850,996307845,-1.0773991,-1.0913726,18.295067,1.0
997350046,997323522,-1.9332405,-1.958293,18.295067,1.0
998325463,998299465,1.9981139,2.0240266,18.295067,1.0
999340735,999311702,-1.9332405,-1.9583234,18.295067,1.0
1000355909,1000330463,-1.0773991,-1.0913757,18.295067,1.0
1001371162,1001345818,1.9981139,2.0240374,18.295067,1.0
1002361473,1002328412,3.1900377,3.2314386,18.295067,1.0
1003312006,1003284490,-1.9332373,-1.9583137,18.295067,1.0
1004232676,1004201090,-1.48035,-1.4995472,18.295067,1.0
1005342481,1005282712,-1.0773991,-1.0913802,18.295067,1.0
1006317865,1006285041,-2.062218,-2.088968,18.295067,1.0
1007213759,1007177441,0.7463005,0.7559856,18.295067,1.0
