timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
620356073,620355513,41,0,2017,0,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
620868673,620868113,41,0,2073,0,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
621261965,621261405,41,0,2104,0,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
866726603,866726042,40,0,2106,0,982,982,1526,1579,1283,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
866751652,866751091,40,0,2108,0,982,982,1526,1579,1283,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
867224258,867223697,41,0,2155,0,982,982,1526,1579,1283,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
867568140,867567580,41,0,2187,0,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
869244881,869244319,40,0,2189,0,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
869269827,869269266,40,0,2192,0,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
869742421,869741861,40,0,2214,0,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
869891805,869891244,40,0,2228,0,982,982,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
870364677,870364118,41,0,2239,0,982,982,1526,1579,1283,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
