timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
583306614,1683118897599802,423585729,-710872693,3531,-29622,0.536,0.64555854,2.3240001,2.515,0.71,1.15,82,3,0.041,0.001,-0.041,-0.061000004,2.9659169,0,nan,0.0,4,0,1,15,0
583702613,1683118897999803,423585726,-710872701,3623,-29530,0.523,0.6456065,2.318,2.515,0.74,1.15,82,3,0.128,-0.049000002,0.119,-0.042000003,2.9659169,0,nan,0.0,4,0,1,14,0
584304614,1683118898599803,423585724,-710872719,3741,-29413,0.54800004,0.64568245,2.318,2.525,0.74,1.15,87,4,0.098000005,0.036000002,-0.091000006,-0.112,2.9659169,0,nan,0.0,4,0,1,14,0
584696615,1683118898999804,423585726,-710872721,3720,-29433,0.68100005,0.64572835,2.315,2.522,0.71,1.15,87,4,0.30600002,-0.30200002,-0.051000003,0.047000002,2.9659169,0,nan,0.0,4,0,1,15,0
585293614,1683118899599804,423585719,-710872727,3823,-29330,0.58900005,0.6458093,2.308,2.509,0.71,1.15,87,4,0.125,-0.125,0.010000001,-0.051000003,2.9659169,0,nan,0.0,4,0,1,15,0
585697613,1683118899999805,423585708,-710872721,3792,-29361,0.73,0.6458694,2.3040001,2.503,0.71,1.15,87,4,0.172,-0.172,0.002,-0.007,2.9659169,0,nan,0.0,4,0,1,15,0
586299628,1683118900599804,423585703,-710872718,3781,-29373,0.58500004,0.64595085,2.3070002,2.506,0.78,1.31,88,2,0.15400001,-0.127,-0.08800001,0.024,2.9659169,0,nan,0.0,4,0,1,14,0
586690680,1683118900999806,423585708,-710872709,3684,-29469,0.522,0.6459987,2.3040001,2.513,0.78,1.31,88,2,0.136,0.135,-0.016,0.13800001,2.9659169,0,nan,0.0,4,0,1,14,0
587287612,1683118901599805,423585710,-710872695,3640,-29514,0.58900005,0.6460812,2.3170002,2.5240002,0.78,1.31,88,4,0.09,0.081,0.039,0.098000005,2.9659169,0,nan,0.0,4,0,1,14,0
587694613,1683118901999806,423585715,-710872696,3631,-29523,0.418,0.64611685,2.3230002,2.5300002,0.78,1.31,88,4,0.041,0.035,-0.021000002,0.120000005,2.9659169,0,nan,0.0,4,0,1,14,0
588284614,1683118902599806,423585708,-710872693,3603,-29550,0.679,0.6461877,2.3230002,2.539,0.78,1.31,88,7,0.132,0.119,0.055000003,0.104,2.9659169,0,nan,0.0,4,0,1,14,0
588686620,1683118902999807,423585703,-710872684,3568,-29585,0.71000004,0.64623606,2.331,2.542,0.78,1.31,88,7,0.282,0.134,0.24800001,0.163,2.9659169,0,nan,0.0,4,0,1,14,0
589287615,1683118903599807,423585695,-710872677,3464,-29689,0.59900004,0.6463052,2.3400002,2.545,0.78,1.31,88,3,0.172,0.13000001,0.113000005,0.19900002,2.9659169,0,nan,0.0,4,0,1,14,0
589691614,1683118903999808,423585691,-710872675,3405,-29748,0.62600005,0.64635354,2.348,2.548,0.78,1.31,88,3,0.179,-0.158,-0.085,0.102000006,2.9659169,0,nan,0.0,4,0,1,14,0
590290614,1683118904599807,423585686,-710872666,3243,-29910,0.70100003,0.64643675,2.3560002,2.562,0.78,1.31,99,5,0.23700002,0.22800002,0.064,0.074,2.9659169,0,nan,0.0,4,0,1,14,0
590690614,1683118904999809,423585690,-710872654,3150,-30003,0.81500006,0.6465085,2.375,2.5770001,0.78,1.31,99,5,0.231,0.18100001,0.14400001,0.13700001,2.9659169,0,nan,0.0,4,0,1,14,0
591297836,1683118905599808,423585680,-710872641,2857,-30296,0.601,0.6465963,2.3720002,2.562,0.78,1.31,99,5,0.091000006,0.060000002,0.069000006,-0.032,2.9659169,0,nan,0.0,4,0,1,14,0
591694614,1683118905999809,423585678,-710872626,2653,-30500,0.619,0.6466443,2.3660002,2.548,0.78,1.31,99,5,0.091000006,0.064,0.065000005,0.053000003,2.9659169,0,nan,0.0,4,0,1,14,0
592296611,1683118906599809,423585671,-710872636,2576,-30577,0.469,0.646731,2.3790002,2.555,0.78,1.31,98,8,0.021000002,0.008,0.020000001,-0.029000001,2.9659169,0,nan,0.0,4,0,1,14,0
592696615,1683118906999810,423585668,-710872649,2626,-30528,0.786,0.64679456,2.39,2.5540001,0.71,1.14,98,8,0.286,-0.001,-0.286,-0.147,2.9659169,0,nan,0.0,4,0,1,15,0
593295614,1683118907599810,423585660,-710872670,2778,-30375,0.79300004,0.64689595,2.4190001,2.5740001,0.71,1.14,98,7,0.136,-0.124000005,0.055000003,-0.057000004,2.9659169,0,nan,0.0,4,0,1,15,0
593693615,1683118907999811,423585663,-710872669,2666,-30487,0.558,0.6469487,2.444,2.5900002,0.71,1.14,98,7,0.12100001,-0.080000006,-0.091000006,0.12100001,2.9659169,0,nan,0.0,4,0,1,15,0
594284620,1683118908599810,423585650,-710872685,2710,-30443,0.823,0.6470527,2.4750001,2.627,0.71,1.14,98,9,0.544,-0.35000002,-0.41700003,-0.015000001,2.9659169,0,nan,0.0,4,0,1,15,0
594686613,1683118908999812,423585635,-710872696,2516,-30638,0.80500007,0.6471227,2.49,2.65,0.71,1.14,98,9,0.41700003,-0.381,-0.171,0.041,2.9659169,0,nan,0.0,4,0,1,15,0
595291612,1683118909599811,423585625,-710872697,2546,-30608,0.583,0.64720035,2.515,2.683,0.71,1.14,98,3,0.064,0.061000004,-0.018000001,0.14600001,2.9659169,0,nan,0.0,4,0,1,15,0
595690613,1683118909999812,423585630,-710872705,2500,-30653,0.73700005,0.64726007,2.5300002,2.697,0.71,1.14,98,3,0.448,0.388,-0.223,0.202,2.9659169,0,nan,0.0,4,0,1,15,0
596298613,1683118910599812,423585639,-710872709,2533,-30620,0.61700004,0.64734346,2.548,2.709,0.71,1.14,98,3,0.07300001,0.067,0.031000001,0.18200001,2.9659169,0,nan,0.0,4,0,1,15,0
596700620,1683118910999813,423585638,-710872711,2566,-30587,0.708,0.6473995,2.5600002,2.726,0.71,1.14,98,3,0.157,-0.051000003,-0.148,-0.008,2.9659169,0,nan,0.0,4,0,1,15,0
597295614,1683118911599812,423585637,-710872712,2632,-30521,0.523,0.64747614,2.575,2.749,0.71,1.14,98,2,0.028,-0.009000001,-0.026,0.05,2.9659169,0,nan,0.0,4,0,1,15,0
597696635,1683118911999814,423585637,-710872709,2651,-30503,0.592,0.6475328,2.585,2.766,0.71,1.14,98,2,0.07300001,-0.071,-0.019000001,0.082,2.9659169,0,nan,0.0,4,0,1,15,0
598290626,1683118912599813,423585634,-710872704,2590,-30563,0.785,0.6476278,2.607,2.8000002,0.71,1.14,98,3,0.17,0.15,-0.080000006,0.036000002,2.9659169,0,nan,0.0,4,0,1,15,0
598694613,1683118912999815,423585635,-710872701,2650,-30503,0.564,0.6476833,2.624,2.8230002,0.71,1.14,98,3,0.016,-0.006,0.015000001,0.10700001,2.9659169,0,nan,0.0,4,0,1,15,0
599295613,1683118913599814,423585624,-710872694,2818,-30335,0.758,0.6477702,2.644,2.851,0.71,1.14,91,3,0.19600001,0.079,-0.18,-0.07700001,2.9659169,0,nan,0.0,4,0,1,15,0
599697613,1683118913999815,423585618,-710872679,2894,-30259,0.60800004,0.6478283,2.6490002,2.874,0.71,1.14,91,3,0.09,0.08800001,-0.018000001,-0.061000004,2.9659169,0,nan,0.0,4,0,1,15,0
600299640,1683118914599815,423585608,-710872664,3033,-30120,0.68,0.6479126,2.647,2.9,0.71,1.14,91,5,0.16600001,0.086,-0.142,-0.069000006,2.9659169,0,nan,0.0,3,0,1,15,0
600692613,1683118914999816,423585601,-710872655,3048,-30105,0.71900004,0.647973,2.637,2.901,0.71,1.14,91,5,0.11400001,-0.09,0.07,-0.014,2.9659169,0,nan,0.0,3,0,1,15,0
601285613,1683118915599815,423585580,-710872628,3244,-29909,0.80200005,0.648065,2.63,2.913,0.78,1.31,91,8,0.72700006,-0.68200004,0.252,-0.42200002,2.9659169,0,nan,0.0,3,0,1,14,0
601684613,1683118915999817,423585565,-710872608,3318,-29836,0.76400006,0.64813113,2.6450002,2.936,0.78,1.31,91,8,0.17500001,-0.16600001,0.055000003,-0.157,2.9659169,0,nan,0.0,3,0,1,14,0
602290613,1683118916599816,423585563,-710872594,3282,-29872,0.86300004,0.64823186,2.674,2.969,0.78,1.31,91,5,0.13700001,-0.057000004,0.124000005,-0.014,2.9659169,0,nan,0.0,3,0,1,14,0
602690615,1683118916999817,423585560,-710872580,3232,-29921,0.804,0.64829975,2.6950002,2.9950001,0.78,1.31,91,5,0.23200001,-0.21700001,0.08400001,0.006,2.9659169,0,nan,0.0,3,0,1,14,0
603294614,1683118917599817,423585552,-710872569,3377,-29777,0.693,0.6483938,2.7220001,3.0260003,0.82,1.3199999,91,4,0.109000005,0.101,0.041,-0.064,2.9659169,0,nan,0.0,3,0,1,13,0
