timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_sensor_measurement_valid,selected_airspeed_index
31817029,4.220428,4.220428,4.219741,0.0022893758,0.0023330015,1,1
32017026,2.0174322,2.0174322,2.0172367,0.0021436808,0.0021845396,1,1
32217027,2.0174315,2.0174315,2.0172117,0.002078591,0.0021182038,1,1
32417027,-3.109976,-3.109976,-3.1091475,0.0018883498,0.0019243617,1,1
32617027,1.5337162,1.5337162,1.5335513,0.003021747,0.0030792872,1,1
32817027,-3.5404606,-3.5404606,-3.5395525,0.0057419087,0.0058513703,1,1
33017050,-2.6094134,-2.6094134,-2.6087313,0.0023366949,0.0023812288,1,1
33217027,-1.0407747,-1.0407747,-1.0403544,0.0015659824,0.0015958041,1,1
33417035,2.4934344,2.4934344,2.4930959,0.0021045676,0.002144618,1,1
33617027,4.220429,4.220429,4.2200437,0.0028779458,0.0029327953,1,1
33817027,-3.109976,-3.109976,-3.1093242,0.0013811138,0.0014074289,1,1
34017027,-1.0407747,-1.0407747,-1.0406355,0.0015440037,0.0015734303,1,1
34217027,-3.0165157,-3.0165157,-3.0161958,0.00441181,0.0044959015,1,1
34417027,-3.109976,-3.109976,-3.1096766,0.004108217,0.0041864933,1,1
34617042,2.9654408,2.9654408,2.964636,0.0035996023,0.0036682307,1,1
34817027,-3.109976,-3.109976,-3.1091018,0.009524504,0.009705835,1,1
35017027,2.9412072,2.9412072,2.9404237,0.017476691,0.017809981,1,1
35217027,-1.7973299,-1.7973299,-1.7968779,0.035115756,0.035785966,1,1
35417027,2.8422015,2.8422015,2.8419278,0.094997995,0.09680966,1,1
35617027,-1.0407747,-1.0407747,-1.0405912,0.08605507,0.08769516,1,1
35817058,2.8921273,2.8921273,2.8913426,0.09063633,0.09236436,1,1
36017027,-1.0407747,-1.0407747,-1.0406592,0.1845713,0.18808524,1,1
36217035,-2.6094134,-2.6094134,-2.609162,0.26557642,0.2706366,1,1
36417027,2.0174322,2.0174322,2.0172882,0.42087045,0.42890733,1,1
36617027,2.2836802,2.2836802,2.2834718,0.66709125,0.67980504,1,1
36817027,-3.109976,-3.109976,-3.109569,0.915111,0.9325304,1,1
37017027,2.4057813,2.4057813,2.4054663,1.2113948,1.234454,1,1
37217026,1.7102251,1.7102251,1.709778,1.1120616,1.1332749,1,1
37417028,-3.109976,-3.109976,-3.1096616,0.89519835,0.91226584,1,1
37617028,3.6766355,3.6766355,3.6755652,0.8997991,0.9169361,1,1
37817028,4.515378,4.515378,4.51464,1.0794876,1.1000468,1,1
38017028,4.910237,4.910237,4.909135,1.2795469,1.3039292,1,1
38217062,2.941206,2.941206,2.9403934,1.5258608,1.5549445,1,1
38417027,5.1935863,5.1935863,5.1920485,1.8116088,1.8460715,1,1
38617053,3.9578817,3.9578817,3.9567294,2.0607696,2.1000175,1,1
38817027,3.866407,3.866407,3.8653004,2.2993393,2.3431425,1,1
39017053,4.220429,4.220429,4.2191796,2.528451,2.5765934,1,1
39217050,5.5789394,5.5789394,5.5772324,2.7316997,2.783638,1,1
39417028,3.4765203,3.4765203,3.4753191,2.9380882,2.9938822,1,1
39617028,5.7183185,5.7183185,5.7167387,3.1479926,3.207995,1,1
39817028,5.5789394,5.5789394,5.5771775,3.3409467,3.404492,1,1
40017027,6.2333317,6.2333317,6.231178,3.5323281,3.5994067,1,1
40217061,6.2448034,6.2448034,6.242831,3.6831563,3.7532105,1,1
40417028,6.730229,6.730229,6.7269588,3.825859,3.8986275,1,1
40617027,6.730229,6.730229,6.726825,3.9881551,4.06393,1,1
40817027,7.1429553,7.1429553,7.1394844,4.179014,4.2584996,1,1
41017027,7.5710115,7.5710115,7.56737,4.269616,4.3508463,1,1
41217027,8.153621,8.153621,8.14986,4.3727994,4.456081,1,1
41417058,8.153621,8.153621,8.149699,4.4768057,4.561978,1,1
41617026,7.958162,7.958162,7.954295,4.576525,4.6635714,1,1
41817028,7.042042,7.042042,7.0373983,4.606748,4.6943536,1,1
42017027,7.7945952,7.7945952,7.789545,4.562083,4.6489315,1,1
42217029,7.6836166,7.6836166,7.678619,4.5512652,4.637858,1,1
42417027,8.361641,8.361641,8.356251,4.3950696,4.4787164,1,1
42617030,7.6836166,7.6836166,7.678784,4.154827,4.2339673,1,1
42817027,8.188658,8.188658,8.183514,3.969258,4.0448675,1,1
43017027,7.757779,7.757779,7.751669,3.717025,3.7879019,1,1
43217028,7.8220944,7.8220944,7.8159533,3.4794705,3.5458264,1,1
43417027,7.757779,7.757779,7.7518673,3.1074572,3.1668181,1,1
43617027,7.7945952,7.7945952,7.7884626,0.9320302,0.9497952,1,1
43817027,7.757779,7.757779,7.7519445,0.29850334,0.3042086,1,1
44017026,7.3406215,7.3406215,7.334955,0.56996953,0.58085185,1,1
44217027,6.919003,6.919003,6.9137645,0.6938995,0.7071584,1,1
44417052,7.3406215,7.3406215,7.3351727,0.7013614,0.71477354,1,1
44617027,7.5140767,7.5140767,7.5079937,0.60749775,0.61909956,1,1
44817043,7.3406215,7.3406215,7.3338137,0.5273617,0.5374384,1,1
45017027,7.3406215,7.3406215,7.3339596,0.4772958,0.48642552,1,1
45217027,7.6556206,7.6556206,7.6487107,0.438354,0.44674104,1,1
45417027,7.6556206,7.6556206,7.648483,0.36010754,0.3669866,1,1
45617027,7.3406215,7.3406215,7.3339596,0.30340505,0.3092086,1,1
45817027,7.1829233,7.1829233,7.1764402,0.33701912,0.34346732,1,1
46017051,6.730229,6.730229,6.724121,0.40507728,0.4128256,1,1
46217027,7.369814,7.369814,7.3629794,0.4223976,0.4304687,1,1
46417026,6.939661,6.939661,6.933431,0.41559497,0.42354867,1,1
46617027,7.3988914,7.3988914,7.392286,0.4015688,0.40926296,1,1
46817027,6.2904816,6.2904816,6.2847414,0.3653629,0.37234974,1,1
47017027,7.5710115,7.5710115,7.563356,0.3244301,0.33064464,1,1
47217053,6.568774,6.568774,6.561694,0.28130278,0.28668836,1,1
47417027,6.980794,6.980794,6.973408,0.2835848,0.28901497,1,1
47617068,6.730229,6.730229,6.723075,0.28784424,0.29335448,1,1
47817045,6.980794,6.980794,6.9733043,0.15817383,0.16120018,1,1
48017028,6.939661,6.939661,6.932319,0.14077766,0.14347571,1,1
48217027,7.192881,7.192881,7.185342,0.12846133,0.13092463,1,1
48417027,7.192881,7.192881,7.1852713,0.15116784,0.15406503,1,1
48617027,6.2904816,6.2904816,6.2837324,0.2185307,0.22271559,1,1
48817027,7.1429553,7.1429553,7.134287,0.27418947,0.27944857,1,1
49017030,6.730229,6.730229,6.723041,0.27389964,0.27914625,1,1
49217101,6.7620573,6.7620573,6.755003,0.2490485,0.25382537,1,1
49417028,6.4032507,6.4032507,6.3954487,0.21223024,0.21629983,1,1
49617028,7.1429553,7.1429553,7.1343575,0.15382355,0.15677552,1,1
49817027,7.7945952,7.7945952,7.7850204,0.13649149,0.1391074,1,1
50017027,7.3406215,7.3406215,7.3323383,0.14668693,0.14950046,1,1
50217027,6.2904816,6.2904816,6.2824597,0.13774326,0.1403869,1,1
50417028,6.4032507,6.4032507,6.3956385,0.13181032,0.13434407,1,1
50617027,7.1429553,7.1429553,7.134322,0.11450599,0.11670479,1,1
50817027,7.5710115,7.5710115,7.5619354,0.1313617,0.13388549,1,1
51017026,7.5710115,7.5710115,7.561898,0.18088406,0.18435842,1,1
51217027,6.514067,6.514067,6.506181,0.21007395,0.2141059,1,1
51417027,6.919003,6.919003,6.9106407,0.20849726,0.21250093,1,1
51617027,6.730229,6.730229,6.7221565,0.22522661,0.22955365,1,1
51817027,6.730229,6.730229,6.72219,0.22549786,0.22983125,1,1
52017027,7.6836166,7.6836166,7.6744337,0.17360012,0.17693608,1,1
52217028,7.042042,7.042042,7.0336,7.5455146,7.6904836,1,1
52417028,7.757779,7.757779,7.7473116,7.508731,7.653145,1,1
52617027,7.379519,7.379519,7.3697987,7.4861016,7.629892,1,1
52817027,6.8879004,6.8879004,6.8785725,7.451003,7.5942693,1,1
53017027,7.042042,7.042042,7.0325055,7.4346924,7.577645,1,1
53217027,7.958162,7.958162,7.9471483,7.4053087,7.547472,1,1
53417028,6.568774,6.568774,6.559748,7.387964,7.5298686,1,1
53617029,5.8052726,5.8052726,5.797267,7.3646507,7.5060706,1,1
53817027,6.730229,6.730229,6.7210813,7.3569407,7.498361,1,1
54017070,7.379519,7.379519,7.3694525,7.3456926,7.486985,1,1
54217028,6.730229,6.730229,6.7210145,7.3433266,7.4844112,1,1
54417028,6.730229,6.730229,6.720981,7.337849,7.478917,1,1
54617027,6.730229,6.730229,6.720981,7.3469367,7.488179,1,1
54817027,6.514067,6.514067,6.504409,7.350534,7.4918823,1,1
55017027,6.05865,6.05865,6.0503855,7.3651485,7.5068154,1,1
55217027,6.730229,6.730229,6.720981,4.5917134,4.679988,1,1
55417028,5.1381664,5.1381664,5.1311827,1.4382198,1.4658909,1,1
55617041,7.246414,7.246414,7.236421,0.43128356,0.43957266,1,1
55817027,6.730229,6.730229,6.721048,1.0138289,1.0333296,1,1
56017027,7.1269054,7.1269054,7.1171837,1.5037062,1.5326297,1,1
56217027,6.469968,6.469968,6.4610143,1.7909129,1.8253245,1,1
56417026,6.023106,6.023106,6.014741,2.1278727,2.1687481,1,1
56617027,7.2226706,7.2226706,7.212746,2.4764636,2.524073,1,1
56817027,6.514067,6.514067,6.5053096,2.2808535,2.3247712,1,1
57017079,7.379519,7.379519,7.3693423,1.4596823,1.4877619,1,1
57217028,6.939661,6.939661,6.930057,0.9744673,0.99319124,1,1
57417027,6.023106,6.023106,6.013804,0.7197162,0.7335648,1,1
57617027,7.1269054,7.1269054,7.1159344,0.5820002,0.5932018,1,1
57817028,6.730229,6.730229,6.7197685,0.48053506,0.48977655,1,1
58017027,6.2904816,6.2904816,6.2805495,0.3723746,0.3795266,1,1
58217027,6.514067,6.514067,6.5039425,0.3302182,0.33656883,1,1
58417027,7.0724664,7.0724664,7.0615788,0.13748777,0.14013396,1,1
58617027,6.011211,6.011211,6.001927,0.11661754,0.11886147,1,1
58817027,7.379519,7.379519,7.367065,0.123894356,0.12627456,1,1
59017027,6.7726336,6.7726336,6.7620068,0.12609863,0.12852181,1,1
59217027,6.939661,6.939661,6.9288406,0.13526532,0.13786602,1,1
59417028,6.2448034,6.2448034,6.2350974,0.17731088,0.18072087,1,1
59617027,6.6013813,6.6013813,6.5910883,0.16061753,0.16370568,1,1
59817028,6.2448034,6.2448034,6.23519,0.11660763,0.11885195,1,1
60017026,6.568774,6.568774,6.5586295,0.10861897,0.110710844,1,1
60217027,6.980794,6.980794,6.9688926,0.098046996,0.099934585,1,1
60417040,6.730229,6.730229,6.7196684,0.10724704,0.10930979,1,1
60617026,6.7726336,6.7726336,6.7620068,0.15328519,0.15623343,1,1
60817027,6.730229,6.730229,6.7199016,0.19246759,0.19617625,1,1
61017027,6.2448034,6.2448034,6.2351384,0.23236799,0.23684236,1,1
61217027,6.730229,6.730229,6.719807,0.2805089,0.28591,1,1
61417026,7.2226706,7.2226706,7.211421,0.27975276,0.28513673,1,1
61617058,7.3795195,7.3795195,7.366792,0.19923615,0.20307122,1,1
61817027,7.379519,7.379519,7.366761,0.16748424,0.1707074,1,1
62017026,7.6836166,7.6836166,7.6717377,0.15696831,0.15999109,1,1
62217027,6.568774,6.568774,6.557467,0.17076047,0.17404798,1,1
62417026,6.730229,6.730229,6.7186494,0.22664648,0.23101203,1,1
62617027,6.730229,6.730229,6.7186546,0.31224057,0.31825775,1,1
62817028,6.939661,6.939661,6.9276977,0.3805392,0.38787094,1,1
63017027,7.0724664,7.0724664,7.0602336,0.4710731,0.48014632,1,1
63217027,6.514067,6.514067,6.5029616,0.43159378,0.4399175,1,1
63417026,7.379519,7.379519,7.366864,0.37305143,0.38024235,1,1
63617026,7.1829233,7.1829233,7.1704993,0.34429762,0.35092905,1,1
63817026,6.514067,6.514067,6.5028324,0.31315508,0.3191883,1,1
64017028,6.4032507,6.4032507,6.392207,0.276611,0.28194016,1,1
64217051,6.568774,6.568774,6.55738,0.22999953,0.23442835,1,1
64417041,6.730229,6.730229,6.7185216,0.11839302,0.12067217,1,1
64617045,7.379519,7.379519,7.366864,0.14336586,0.14612937,1,1
64817053,6.730229,6.730229,6.718588,0.16150662,0.16461737,1,1
65017026,7.5710115,7.5710115,7.557804,0.17196319,0.17527273,1,1
65217028,5.842142,5.842142,5.8319798,0.16585666,0.16904952,1,1
65417027,6.730229,6.730229,6.7186217,0.16655357,0.16976522,1,1
65617027,6.0586505,6.0586505,6.0482016,0.16490401,0.16808385,1,1
65817027,6.4032507,6.4032507,6.3921437,0.16779059,0.1710244,1,1
66017027,6.244804,6.244804,6.2340336,0.17677514,0.18018389,1,1
66217028,7.2226706,7.2226706,7.210107,0.20116267,0.20503864,1,1
66417027,7.2226706,7.2226706,7.2100353,0.22013003,0.22436924,1,1
66617026,6.514067,6.514067,6.502736,0.26967177,0.27486777,1,1
66817027,6.730229,6.730229,6.718206,0.30328804,0.3091348,1,1
67017027,6.730229,6.730229,6.717408,0.29690397,0.30262616,1,1
67217027,6.730229,6.730229,6.717375,0.26909623,0.27428114,1,1
67417027,6.568774,6.568774,6.556261,0.23638256,0.24093832,1,1
67617028,6.730229,6.730229,6.717242,0.16282226,0.16595899,1,1
67817027,6.762058,6.762058,6.7492433,0.17689626,0.18030734,1,1
68017027,6.919003,6.919003,6.905754,0.17855008,0.18198943,1,1
68217027,6.2904816,6.2904816,6.2784986,0.18570544,0.18928769,1,1
68417026,6.05865,6.05865,6.0470185,0.19137429,0.19505973,1,1
68617028,7.0724664,7.0724664,7.0589585,0.20363034,0.20755734,1,1
68817027,6.469968,6.469968,6.457675,0.20991945,0.21396986,1,1
69017027,6.730229,6.730229,6.7174416,0.21013577,0.21419035,1,1
69217031,6.514067,6.514067,6.5017223,6.0466337,6.1633334,1,1
69417027,7.0724664,7.0724664,7.0589933,2.5830946,2.6329224,1,1
69617052,6.730229,6.730229,6.717242,0.9482376,0.96650517,1,1
69817027,6.762057,6.762057,6.7493086,0.20103902,0.20492111,1,1
70017027,5.617295,5.617295,5.6065106,0.14203814,0.1447759,1,1
70217027,6.4032497,6.4032497,6.3910203,0.29591918,0.30162597,1,1
70417036,7.072468,7.072468,7.05889,0.40708566,0.41493213,1,1
70617081,6.730229,6.730229,6.7173557,0.4591721,0.46802583,1,1
70817029,6.939661,6.939661,6.926348,0.4054102,0.41322696,1,1
71017027,6.568774,6.568774,6.5561914,0.3386956,0.345227,1,1
71217027,7.958162,7.958162,7.942929,0.28600466,0.29152247,1,1
71417027,6.05865,6.05865,6.0470057,0.2603739,0.2653945,1,1
71617028,6.6013813,6.6013813,6.5886426,0.20028736,0.20414925,1,1
71817029,7.514076,7.514076,7.49869,0.16710101,0.1703247,1,1
72017027,6.6013813,6.6013813,6.5887733,0.13724716,0.1398963,1,1
72217040,7.1829233,7.1829233,7.1690626,0.11235367,0.11452004,1,1
72417027,7.2226706,7.2226706,7.208698,0.090086065,0.091822624,1,1
72617028,6.514067,6.514067,6.501433,0.06392878,0.065160796,1,1
72817027,6.2904816,6.2904816,6.2782807,0.056618445,0.05770958,1,1
73017028,6.514067,6.514067,6.501626,0.06470769,0.065956675,1,1
73217027,6.980794,6.980794,6.9669957,0.070980676,0.07235002,1,1
73417027,6.05865,6.05865,6.0464497,0.06437179,0.06561604,1,1
73617028,6.1987896,6.1987896,6.1869197,0.057225842,0.058330122,1,1
73817027,6.4032507,6.4032507,6.3909893,0.08016827,0.08171527,1,1
74017028,7.0724664,7.0724664,7.0589933,0.11270534,0.11488327,1,1
74217027,6.568774,6.568774,6.556131,0.11154446,0.1136977,1,1
74417027,6.0586505,6.0586505,6.047049,0.091671325,0.09344187,1,1
74617027,6.730229,6.730229,6.7173414,0.079855636,0.081397966,1,1
74817027,6.0586505,6.0586505,6.047049,0.11383981,0.116038516,1,1
75017028,7.1829233,7.1829233,7.169098,0.12222703,0.124586485,1,1
75217027,7.0724664,7.0724664,7.0589933,0.12598176,0.12841624,1,1
75417027,6.730229,6.730229,6.7171755,0.15237169,0.15531337,1,1
75617027,6.1987896,6.1987896,6.1868277,0.22134112,0.22561653,1,1
75817065,5.6172943,5.6172943,5.6064825,0.26465255,0.26976138,1,1
76017027,7.1829233,7.1829233,7.1690626,0.27665058,0.28198963,1,1
76217027,7.1829233,7.1829233,7.1690273,0.26331633,0.2683967,1,1
76417028,6.730229,6.730229,6.717308,0.2555081,0.26044607,1,1
76617028,7.379519,7.379519,7.3652787,0.24242328,0.24710177,1,1
76817027,6.30866,6.30866,6.2964864,0.22287706,0.22718213,1,1
77017027,6.233333,6.233333,6.221397,0.13589704,0.13852176,1,1
77217027,6.514067,6.514067,6.5014653,0.14353572,0.14630751,1,1
77417026,6.198789,6.198789,6.186919,0.14322878,0.14599755,1,1
77617027,7.379519,7.379519,7.3653884,0.16272719,0.16587289,1,1
77817027,6.730229,6.730229,6.7172747,0.17581469,0.1792116,1,1
78017027,6.469968,6.469968,6.4568534,0.17357014,0.17692369,1,1
78217027,7.102762,7.102762,7.089021,0.16687605,0.17009857,1,1
78417027,6.023106,6.023106,6.0103674,0.1621783,0.16530848,1,1
78617046,6.469968,6.469968,6.456444,0.17306904,0.17641379,1,1
78817027,5.987351,5.987351,5.9740114,0.21989457,0.22414204,1,1
79017039,7.1829233,7.1829233,7.1689916,0.24752472,0.25230762,1,1
79217027,6.730229,6.730229,6.715995,0.23906328,0.24367741,1,1
79417027,6.730229,6.730229,6.716793,0.22081642,0.22508323,1,1
79617027,7.1829233,7.1829233,7.1677675,0.20283772,0.20675369,1,1
79817027,6.05865,6.05865,6.0458364,0.16789891,0.1711395,1,1
80017027,6.730229,6.730229,6.716028,0.14712283,0.14996567,1,1
80217027,7.379519,7.379519,7.3631096,0.1206875,0.12301953,1,1
80417028,7.0724664,7.0724664,7.0575433,0.10801525,0.110102415,1,1
80617028,6.980794,6.980794,6.9660473,0.11594221,0.118182264,1,1
80817028,6.2904816,6.2904816,6.277188,0.150012,0.15291017,1,1
81017027,7.0724664,7.0724664,7.05759,0.1660245,0.1692337,1,1
81217027,6.514067,6.514067,6.5003653,0.18001294,0.18349253,1,1
81417028,7.0724664,7.0724664,7.0575547,0.19218831,0.19590226,1,1
81617027,6.4032507,6.4032507,6.389776,0.23332238,0.23783422,1,1
81817027,5.987351,5.987351,5.9741874,0.25972432,0.2647443,1,1
82017027,6.496464,6.496464,6.482708,0.24665861,0.2514229,1,1
82217027,6.0586505,6.0586505,6.0458317,0.21983033,0.22408056,1,1
82417027,6.8879004,6.8879004,6.873333,0.21399121,0.21812873,1,1
82617027,6.730229,6.730229,6.715995,0.22557665,0.22993818,1,1
82817026,6.7302294,6.7302294,6.7148485,0.2816594,0.28710526,1,1
83017026,7.222671,7.222671,7.2074313,0.3224796,0.32871637,1,1
83217052,7.1429553,7.1429553,7.1279187,0.30303484,0.30889708,1,1
83417028,7.0724664,7.0724664,7.0575433,0.2550281,0.25996035,1,1
83617027,7.379519,7.379519,7.363875,7.636295,7.7839036,1,1
83817281,6.8566556,6.8566556,6.8420525,7.6004806,7.7474504,1,1
84017027,7.1429553,7.1429553,7.128095,3.3928218,3.4585416,1,1
84217027,6.730229,6.730229,6.7161274,1.2402135,1.2642393,1,1
84417032,6.2333317,6.2333317,6.220302,0.2653272,0.27046397,1,1
84617027,6.6013813,6.6013813,6.587334,0.24713518,0.251921,1,1
84817027,5.842142,5.842142,5.8298435,0.41163728,0.41960746,1,1
85017027,7.222671,7.222671,7.207645,0.4206145,0.42876914,1,1
85217030,6.568774,6.568774,6.554979,0.38106346,0.38844362,1,1
85417058,7.5710115,7.5710115,7.5552235,0.34639406,0.353108,1,1
85617027,6.568774,6.568774,6.5550113,0.31793016,0.3240892,1,1
85817026,6.730229,6.730229,6.7162275,0.28673106,0.29229003,1,1
86017027,6.730229,6.730229,6.716194,0.24338485,0.24810222,1,1
86217074,7.958162,7.958162,7.941331,0.21061063,0.21468638,1,1
86417057,6.730229,6.730229,6.716061,0.19224721,0.19596954,1,1
86617027,6.919003,6.919003,6.9045405,0.18017855,0.183673,1,1
86817048,6.730229,6.730229,6.7162275,0.16272315,0.16587794,1,1
87017026,6.0586505,6.0586505,6.0460763,0.12627181,0.12872054,1,1
87217026,5.768167,5.768167,5.75611,0.12405105,0.12645693,1,1
87417028,5.768167,5.768167,5.75611,0.0981485,0.10005202,1,1
87617027,6.730229,6.730229,6.716161,0.0595277,0.060682196,1,1
87817027,6.2904816,6.2904816,6.277457,0.03884985,0.0396041,1,1
88017027,7.1829233,7.1829233,7.1670575,0.0506146,0.051595982,1,1
88217027,5.768167,5.768167,5.756167,0.0828667,0.084473275,1,1
88417027,6.939661,6.939661,6.925155,0.08826505,0.0899784,1,1
88617027,5.1381664,5.1381664,5.1275024,0.10270953,0.10470307,1,1
88817027,6.4032497,6.4032497,6.3898654,0.1072408,0.10932066,1,1
89017028,6.730229,6.730229,6.7162943,0.11944482,0.12176379,1,1
89217027,7.0724664,7.0724664,7.0564423,0.09573708,0.09759499,1,1
89417028,6.4032507,6.4032507,6.3892255,0.11939267,0.121708445,1,1
89617028,6.4032507,6.4032507,6.3899612,0.13873558,0.14142837,1,1
89817049,6.730229,6.730229,6.7162275,0.14076118,0.14349256,1,1
90017032,6.568774,6.568774,6.5550113,0.121798076,0.124161735,1,1
