timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_snr_x[0],peak_snr_x[1],peak_snr_x[2],peak_snr_y[0],peak_snr_y[1],peak_snr_y[2],peak_snr_z[0],peak_snr_z[1],peak_snr_z[2]
18572261,18569323,2490402,7917.6562,15.464172,46.48719,nan,nan,nan,nan,nan,nan,nan,nan,9.284145,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
18814748,18811816,2490402,7917.6562,15.464172,46.48719,nan,nan,nan,nan,nan,nan,nan,nan,9.269432,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
18911207,18907802,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,7.493608,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
18925966,18922958,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,7.493608,8.826572,nan,0.0,0.0,0.0,0.0,0.0,0.0
19072439,19069464,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,8.351918,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
19153213,19150295,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,8.351918,7.7769175,nan,0.0,0.0,0.0,0.0,0.0,0.0
19168389,19165451,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,8.351918,7.7769175,8.597984,0.0,0.0,0.0,0.0,0.0,0.0
19234034,19231126,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,7.4114466,7.7769175,8.597984,0.0,0.0,0.0,0.0,0.0,0.0
19264371,19263964,2490402,7917.6562,15.464172,46.392517,nan,46.392517,nan,nan,nan,nan,nan,nan,8.810087,nan,8.597984,0.0,0.0,0.0,0.0,0.0,0.0
19299723,19296802,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,8.810087,7.929364,nan,0.0,0.0,0.0,0.0,0.0,0.0
19345187,19344795,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,8.810087,7.929364,7.403055,0.0,0.0,0.0,0.0,0.0,0.0
19360353,19359951,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,8.49973,7.929364,7.403055,0.0,0.0,0.0,0.0,0.0,0.0
19461381,19458464,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,8.682761,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
19734228,19731268,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,8.095196,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
19845374,19844937,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,7.72176,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
19865527,19862619,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,9.125111,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
19926200,19925768,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,9.125111,7.8906155,nan,0.0,0.0,0.0,0.0,0.0,0.0
20057548,20054592,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,7.775087,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
20072643,20072274,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,9.267029,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
20108022,20105112,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,9.267029,7.662758,nan,0.0,0.0,0.0,0.0,0.0,0.0
20153498,20153105,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,9.4441595,7.662758,nan,0.0,0.0,0.0,0.0,0.0,0.0
20168689,20168261,2490402,7917.6562,15.464172,46.48719,46.392517,nan,nan,nan,nan,nan,nan,nan,9.520962,7.662758,nan,0.0,0.0,0.0,0.0,0.0,0.0
20300368,20297085,2490402,7917.6562,15.464172,46.48719,nan,nan,nan,nan,nan,nan,nan,nan,7.63885,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
20608176,20605253,2490402,7917.6562,15.464172,46.48719,nan,nan,nan,nan,nan,nan,nan,nan,9.007607,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
20623339,20620409,2490402,7917.6562,15.464172,46.48719,nan,nan,nan,nan,nan,nan,nan,nan,9.000679,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
20785038,20782071,2490402,7917.6562,15.464172,46.48719,nan,nan,nan,nan,nan,nan,nan,nan,7.317809,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
20800131,20799753,2490402,7917.6562,15.464172,46.48719,46.392517,nan,nan,nan,nan,nan,nan,nan,7.317809,9.011137,nan,0.0,0.0,0.0,0.0,0.0,0.0
20835531,20832590,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,9.118044,9.011137,8.972178,0.0,0.0,0.0,0.0,0.0,0.0
20880955,20880588,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,9.118044,9.162814,8.972178,0.0,0.0,0.0,0.0,0.0,0.0
20896287,20895740,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,9.118044,9.162814,7.888646,0.0,0.0,0.0,0.0,0.0,0.0
20976998,20976571,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,7.235054,9.162814,7.888646,0.0,0.0,0.0,0.0,0.0,0.0
21057834,21057401,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,7.235054,7.5899267,nan,0.0,0.0,0.0,0.0,0.0,0.0
21108335,21105395,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,8.619142,7.5899267,nan,0.0,0.0,0.0,0.0,0.0,0.0
21138639,21138233,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,8.619142,7.5899267,9.161583,0.0,0.0,0.0,0.0,0.0,0.0
21189521,21186226,2490402,7917.6562,15.464172,46.392517,nan,46.392517,nan,nan,nan,nan,nan,nan,9.525497,nan,9.161583,0.0,0.0,0.0,0.0,0.0,0.0
21270212,21267057,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,9.525497,7.426775,nan,0.0,0.0,0.0,0.0,0.0,0.0
21350870,21347888,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,8.858545,7.426775,nan,0.0,0.0,0.0,0.0,0.0,0.0
21381140,21380726,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,8.858545,7.1907134,nan,0.0,0.0,0.0,0.0,0.0,0.0
21431672,21428719,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,8.858545,7.1907134,7.4006805,0.0,0.0,0.0,0.0,0.0,0.0
21446770,21446401,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,9.315474,7.1907134,7.4006805,0.0,0.0,0.0,0.0,0.0,0.0
21512503,21509550,2490402,7917.6562,15.464172,46.392517,nan,46.392517,nan,nan,nan,nan,nan,nan,9.012596,nan,7.4006805,0.0,0.0,0.0,0.0,0.0,0.0
21674148,21671212,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,8.275663,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21689306,21688894,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,8.275663,8.900271,nan,0.0,0.0,0.0,0.0,0.0,0.0
21739784,21736887,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,9.38028,8.900271,nan,0.0,0.0,0.0,0.0,0.0,0.0
21755279,21752043,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,9.38028,8.900271,9.363204,0.0,0.0,0.0,0.0,0.0,0.0
21866198,21865711,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,9.339931,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21967137,21964225,2490402,7917.6562,15.464172,46.48719,nan,nan,nan,nan,nan,nan,nan,nan,8.959428,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
21997467,21994535,2490402,7917.6562,15.464172,46.48719,nan,nan,nan,nan,nan,nan,nan,nan,7.3835464,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
22063242,22060211,2490402,7917.6562,15.464172,46.48719,nan,nan,nan,nan,nan,nan,nan,nan,8.793031,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
22108945,22108204,2490402,7917.6562,15.464172,46.48719,46.392517,nan,nan,nan,nan,nan,nan,nan,8.793031,8.98353,nan,0.0,0.0,0.0,0.0,0.0,0.0
22305622,22302704,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,8.238281,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
22416760,22416372,2490402,7917.6562,15.464172,46.48719,nan,nan,nan,nan,nan,nan,nan,nan,8.856567,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
22467276,22464366,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,8.948114,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
22482494,22479521,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,8.948114,7.9334307,nan,0.0,0.0,0.0,0.0,0.0,0.0
22512790,22512359,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,7.2161074,7.9334307,7.7619176,0.0,0.0,0.0,0.0,0.0,0.0
22563410,22560352,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,7.2161074,8.026356,8.926829,0.0,0.0,0.0,0.0,0.0,0.0
22578691,22578034,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,9.164232,8.026356,8.926829,0.0,0.0,0.0,0.0,0.0,0.0
22724974,22722014,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,7.74446,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
22820900,22820533,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,9.157059,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
22856431,22853364,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,9.157059,7.5854588,nan,0.0,0.0,0.0,0.0,0.0,0.0
22871459,22868520,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,9.157059,7.5854588,8.489019,0.0,0.0,0.0,0.0,0.0,0.0
22916949,22916514,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,9.266489,7.5854588,8.489019,0.0,0.0,0.0,0.0,0.0,0.0
23018244,23015028,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,9.266489,7.9948387,nan,0.0,0.0,0.0,0.0,0.0,0.0
23078606,23078176,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,9.052769,7.9948387,nan,0.0,0.0,0.0,0.0,0.0,0.0
23114173,23111013,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,9.052769,7.9948387,7.948123,0.0,0.0,0.0,0.0,0.0,0.0
23209956,23207000,2490402,7917.6562,15.464172,46.392517,nan,46.392517,nan,nan,nan,nan,nan,nan,9.079261,nan,7.948123,0.0,0.0,0.0,0.0,0.0,0.0
23275582,23272675,2490402,7917.6562,15.464172,46.392517,46.392517,nan,nan,nan,nan,nan,nan,nan,9.079261,9.392302,nan,0.0,0.0,0.0,0.0,0.0,0.0
23305904,23305513,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,9.079261,9.392302,8.723603,0.0,0.0,0.0,0.0,0.0,0.0
23422095,23419181,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,8.881914,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
23548461,23548005,2490402,7917.6562,15.464172,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,9.628693,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
23664625,23661674,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,10.288616,11.388399,11.333345,0.0,0.0,0.0,0.0,0.0,0.0
23679751,23676830,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,9.143524,12.589097,11.333345,nan,nan,nan,0.0,0.0,0.0
23710062,23709667,2490402,7917.6562,15.464172,46.392517,46.392517,46.392517,nan,nan,nan,nan,nan,nan,12.059883,10.514916,11.333345,nan,nan,nan,0.0,0.0,0.0
23760585,23757661,2490402,7917.6562,15.464172,49.37135,46.392517,46.392517,nan,nan,nan,nan,nan,nan,10.4792595,10.702677,10.39225,nan,nan,nan,0.0,0.0,0.0
23790893,23790498,2490402,7917.6562,15.464172,49.37135,44.348858,46.392517,nan,nan,nan,nan,nan,nan,10.4792595,11.825532,10.39225,nan,nan,nan,0.0,0.0,0.0
23841393,23838492,2490402,7917.6562,15.464172,49.37135,44.348858,46.392517,nan,nan,nan,nan,nan,nan,8.758391,11.825532,10.39225,nan,nan,nan,0.0,0.0,0.0
23907111,23904167,2490402,7917.6562,15.464172,49.37135,nan,46.392517,nan,nan,nan,nan,nan,nan,8.758391,nan,8.637081,nan,nan,nan,0.0,0.0,0.0
23938192,23934478,2490402,7917.6562,15.464172,49.37135,nan,46.392517,nan,nan,nan,nan,nan,nan,8.758391,nan,10.041868,nan,nan,nan,0.0,0.0,0.0
23987915,23984998,2490402,7917.6562,15.464172,nan,nan,46.22656,nan,nan,nan,nan,nan,nan,nan,nan,9.024704,nan,nan,nan,0.0,0.0,0.0
24048552,24048147,2490402,7917.6562,15.464172,nan,nan,46.22656,nan,nan,nan,nan,nan,nan,nan,nan,8.4946575,nan,nan,nan,0.0,0.0,0.0
24083879,24080984,2490402,7917.6562,15.464172,nan,nan,46.22656,nan,nan,nan,nan,nan,nan,nan,nan,9.444856,nan,nan,nan,0.0,0.0,0.0
24164737,24161815,2490402,7917.6562,15.464172,nan,nan,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,9.334441,nan,nan,nan,0.0,0.0,0.0
24195287,24194653,2490402,7917.6562,15.464172,nan,nan,46.611443,nan,nan,nan,nan,nan,nan,nan,nan,8.943319,nan,nan,nan,0.0,0.0,0.0
24311234,24308321,2490402,7917.6562,15.464172,nan,nan,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,10.195133,nan,nan,nan,0.0,0.0,0.0
24356709,24356315,2490402,7917.6562,15.464172,nan,nan,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,9.157514,nan,nan,nan,0.0,0.0,0.0
24392172,24389152,2490402,7917.6562,15.464172,55.33364,nan,46.48719,nan,nan,nan,nan,nan,nan,10.119132,nan,8.946579,nan,nan,nan,0.0,0.0,0.0
24407487,24404308,2490402,7917.6562,15.464172,60.927986,nan,46.48719,nan,nan,nan,nan,nan,nan,11.118727,nan,8.856477,nan,nan,nan,0.0,0.0,0.0
24437559,24437146,2490402,7917.6562,15.464172,60.927986,nan,46.392517,nan,nan,nan,nan,nan,nan,10.370203,nan,8.543443,nan,nan,nan,0.0,0.0,0.0
24503250,24500295,2490402,7917.6562,15.464172,138.20085,nan,46.392517,nan,nan,nan,nan,nan,nan,9.491933,nan,8.543443,nan,nan,nan,0.0,0.0,0.0
24553765,24550814,2490402,7917.6562,15.464172,138.20085,nan,46.392517,nan,nan,nan,nan,nan,nan,10.173693,nan,8.642711,nan,nan,nan,0.0,0.0,0.0
24599184,24598808,2490402,7917.6562,15.464172,138.00865,nan,46.392517,nan,nan,nan,nan,nan,nan,9.490547,nan,7.7331085,nan,nan,nan,0.0,0.0,0.0
24664922,24661957,2490402,7917.6562,15.464172,136.71556,44.348858,46.392517,nan,nan,nan,nan,nan,nan,8.994814,7.3404226,7.7331085,nan,nan,nan,0.0,0.0,0.0
24730529,24727632,2490402,7917.6562,15.464172,136.71556,44.348858,46.48719,nan,nan,nan,nan,nan,nan,8.994814,7.3404226,8.909901,nan,nan,nan,0.0,0.0,0.0
24760851,24760470,2490402,7917.6562,15.464172,136.71556,44.348858,46.48719,nan,nan,nan,nan,nan,nan,8.994814,9.036083,8.909901,nan,nan,nan,0.0,0.0,0.0
24796244,24793307,2490402,7917.6562,15.464172,nan,44.348858,46.48719,nan,nan,nan,nan,nan,nan,nan,9.036083,7.617219,nan,nan,nan,0.0,0.0,0.0
24922676,24922132,2490402,7917.6562,15.464172,nan,nan,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,7.5798273,nan,nan,nan,0.0,0.0,0.0
25018524,25018118,2490402,7917.6562,15.464172,nan,nan,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,8.424462,nan,nan,nan,0.0,0.0,0.0
25164994,25164624,2490402,7917.6562,15.464172,136.71556,nan,nan,nan,nan,nan,nan,nan,nan,7.4377446,nan,nan,nan,nan,nan,0.0,0.0,0.0
25503530,25503104,2490402,7917.6562,15.464172,136.71556,nan,nan,nan,nan,nan,nan,nan,nan,6.893221,nan,nan,nan,nan,nan,0.0,0.0,0.0
25538887,25535941,2490402,7917.6562,15.464172,138.00865,nan,nan,nan,nan,nan,nan,nan,nan,7.5652885,nan,nan,nan,nan,nan,0.0,0.0,0.0
25766591,25763279,2490402,7917.6562,15.464172,138.00865,nan,nan,nan,nan,nan,nan,nan,nan,7.446451,nan,nan,nan,nan,nan,0.0,0.0,0.0
25973304,25972934,2490402,7917.6562,15.464172,139.17755,nan,nan,nan,nan,nan,nan,nan,nan,7.2216644,nan,nan,nan,nan,nan,0.0,0.0,0.0
26104651,26101758,2490402,7917.6562,15.464172,139.17755,nan,nan,nan,nan,nan,nan,nan,nan,5.37596,nan,nan,nan,nan,nan,0.0,0.0,0.0
26170363,26167433,2490402,7917.6562,15.464172,139.17755,nan,nan,nan,nan,nan,nan,nan,nan,7.542452,nan,nan,nan,nan,nan,0.0,0.0,0.0
26200792,26197745,2490402,7917.6562,15.464172,139.17755,44.348858,nan,nan,nan,nan,nan,nan,nan,7.542452,7.632498,nan,nan,nan,nan,0.0,0.0,0.0
26251593,26248264,2490402,7917.6562,15.464172,139.17755,44.348858,47.170288,nan,nan,nan,nan,nan,nan,7.542452,7.632498,5.598719,nan,nan,nan,0.0,0.0,0.0
26347149,26344251,2490402,7917.6562,15.464172,nan,nan,46.392517,nan,nan,nan,nan,nan,nan,nan,nan,8.906026,nan,nan,nan,0.0,0.0,0.0
26458460,26457919,2490402,7917.6562,15.464172,139.17755,nan,nan,nan,nan,nan,nan,nan,nan,7.2708106,nan,nan,nan,nan,nan,0.0,0.0,0.0
26670948,26667574,2490402,7917.6562,15.464172,139.17755,nan,nan,nan,nan,nan,nan,nan,nan,6.9029546,nan,nan,nan,nan,nan,0.0,0.0,0.0
26781677,26781243,2490402,7917.6562,15.464172,139.17755,nan,nan,nan,nan,nan,nan,nan,nan,5.5617294,nan,nan,nan,nan,nan,0.0,0.0,0.0
26912989,26910067,2490402,7917.6562,15.464172,139.39648,nan,nan,nan,nan,nan,nan,nan,nan,7.4521713,nan,nan,nan,nan,nan,0.0,0.0,0.0
26928160,26925223,2490402,7917.6562,15.464172,139.39648,nan,nan,nan,nan,nan,nan,nan,nan,7.594413,nan,nan,nan,nan,nan,0.0,0.0,0.0
27221154,27218235,2490402,7917.6562,15.464172,139.24794,nan,nan,nan,nan,nan,nan,nan,nan,7.4449086,nan,nan,nan,nan,nan,0.0,0.0,0.0
27317189,27314222,2490402,7917.6562,15.464172,139.24794,nan,nan,nan,nan,nan,nan,nan,nan,7.2312756,nan,nan,nan,nan,nan,0.0,0.0,0.0
27428259,27427890,2490402,7917.6562,15.464172,139.24794,nan,nan,nan,nan,nan,nan,nan,nan,7.269574,nan,nan,nan,nan,nan,0.0,0.0,0.0
27575531,27571870,2490402,7917.6562,15.464172,139.24794,nan,nan,nan,nan,nan,nan,nan,nan,7.6240807,nan,nan,nan,nan,nan,0.0,0.0,0.0
27640558,27637545,2490402,7917.6562,15.464172,139.24794,nan,nan,nan,nan,nan,nan,nan,nan,7.4311852,nan,nan,nan,nan,nan,0.0,0.0,0.0
27685941,27685539,2490402,7917.6562,15.464172,139.24794,nan,nan,nan,nan,nan,nan,nan,nan,8.480484,nan,nan,nan,nan,nan,0.0,0.0,0.0
27802154,27799207,2490402,7917.6562,15.464172,140.25749,nan,nan,nan,nan,nan,nan,nan,nan,7.2836266,nan,nan,nan,nan,nan,0.0,0.0,0.0
27913362,27912876,2490402,7917.6562,15.464172,140.32623,nan,nan,nan,nan,nan,nan,nan,nan,7.755271,nan,nan,nan,nan,nan,0.0,0.0,0.0
28287092,28284194,2490402,7917.6562,15.464172,140.32623,nan,nan,nan,nan,nan,nan,nan,nan,7.1799574,nan,nan,nan,nan,nan,0.0,0.0,0.0
28448777,28445855,2490402,7917.6562,15.464172,140.32623,nan,nan,nan,nan,nan,nan,nan,nan,6.7691684,nan,nan,nan,nan,nan,0.0,0.0,0.0
28559893,28559523,2490402,7917.6562,15.464172,140.32623,nan,nan,nan,nan,nan,nan,nan,nan,7.2743616,nan,nan,nan,nan,nan,0.0,0.0,0.0
28595299,28592361,2490402,7917.6562,15.464172,140.32623,nan,nan,nan,nan,nan,nan,nan,nan,7.3468943,nan,nan,nan,nan,nan,0.0,0.0,0.0
28706528,28703503,2490402,7917.6562,15.464172,140.32623,nan,nan,nan,nan,nan,nan,nan,nan,7.761381,nan,nan,nan,nan,nan,0.0,0.0,0.0
28736775,28736341,2490402,7917.6562,15.464172,140.25749,nan,nan,nan,nan,nan,nan,nan,nan,5.3081994,nan,nan,nan,nan,nan,0.0,0.0,0.0
28787295,28784334,2490402,7917.6562,15.464172,139.24794,nan,nan,nan,nan,nan,nan,nan,nan,7.643854,nan,nan,nan,nan,nan,0.0,0.0,0.0
29044884,29044509,2490402,7917.6562,15.464172,139.24794,nan,nan,nan,nan,nan,nan,nan,nan,7.5445914,nan,nan,nan,nan,nan,0.0,0.0,0.0
29257060,29254164,2490402,7917.6562,15.464172,139.17755,nan,nan,nan,nan,nan,nan,nan,nan,8.005246,nan,nan,nan,nan,nan,0.0,0.0,0.0
29302560,29302157,2490402,7917.6562,15.464172,139.17755,nan,nan,nan,nan,nan,nan,nan,nan,7.132262,nan,nan,nan,nan,nan,0.0,0.0,0.0
29353098,29350151,2490402,7917.6562,15.464172,139.24794,nan,nan,nan,nan,nan,nan,nan,nan,7.746583,nan,nan,nan,nan,nan,0.0,0.0,0.0
29691526,29691156,2490402,7917.6562,15.464172,139.24794,nan,nan,nan,nan,nan,nan,nan,nan,7.5582275,nan,nan,nan,nan,nan,0.0,0.0,0.0
